,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake,futur_speed
110,scene-0039,1532400525197041,1532400525636226,53e005e24d204f0c95a6c2e9182c6a8b,5ab6f04b0b2c4b9eb27255a3b418dab4,"[297.818, 916.543, 0.0]","[282.082, 873.451, 1.017]",45.886,0.6,39.98,37,0,0,0,39.34
117,scene-0039,1532400525697486,1532400526136692,53e005e24d204f0c95a6c2e9182c6a8b,417a9ff0835b47f69444ab6560e08018,"[295.712, 911.273, 0.0]","[280.641, 868.51, 0.967]",45.351,0.6,39.34,0,0,0,0,38.61
127,scene-0039,1532400526197900,1532400526636516,53e005e24d204f0c95a6c2e9182c6a8b,f724b65cc9f54d039fb815eb0b9cba11,"[293.636, 906.054, 0.0]","[279.478, 863.651, 1.017]",44.716,0.5,38.61,0,0,0,0,37.67
135,scene-0039,1532400526698344,1532400527135938,53e005e24d204f0c95a6c2e9182c6a8b,b22f3cb52f8e4f979fb9723f7ebd22b6,"[291.586, 900.932, 0.0]","[278.596, 858.588, 1.017]",44.304,1.9,37.67,0,0,0,0,36.51
140,scene-0039,1532400527198762,1532400527636862,53e005e24d204f0c95a6c2e9182c6a8b,eed39f351be6446fb3c2dddc6f63688a,"[289.62, 895.936, 0.0]","[277.937, 853.491, 0.967]",44.034,4.8,36.51,0,0,0,0,35.53
158,scene-0039,1532400527698636,1532400528136266,53e005e24d204f0c95a6c2e9182c6a8b,f498a93863c343aba016f6fd45b63c04,"[287.809, 891.169, 0.0]","[277.467, 848.585, 0.967]",43.833,8.3,35.53,0,0,0,0,34.3
19,scene-0041,1532401495697651,1532401496132995,c6178ffac0004219ac366c067c8e166c,d36c248822fa4eebb299d87ed270bdbe,"[1023.419, 593.841, 0.0]","[987.461, 573.43, 0.905]",41.357,119.8,23.65,232,0,257,0,25.3
56,scene-0041,1532401500647201,1532401501133326,5914d9b538ea44b9af49ab70cef66eee,ee1837c6830844208ae061bc07e342be,"[993.739, 565.149, 0.0]","[961.375, 528.813, 0.886]",48.667,0.2,30.9,0,0,0,0,29.73
66,scene-0041,1532401501047523,1532401501632971,5914d9b538ea44b9af49ab70cef66eee,9e59f1d2515e4a5bba891071c664a560,"[991.204, 562.718, 0.0]","[961.385, 528.773, 0.874]",45.191,8.1,29.73,0,0,0,0,28.05
67,scene-0041,1532401501547413,1532401502132629,5914d9b538ea44b9af49ab70cef66eee,857eb3ee83004292bb7278e352ca5580,"[988.061, 559.73, 0.0]","[961.373, 528.752, 0.862]",40.898,10.7,28.05,0,0,0,0,26.16
74,scene-0041,1532401502047832,1532401502632508,5914d9b538ea44b9af49ab70cef66eee,35bf28b716ef46b4bbd321834c0074c9,"[985.128, 556.877, 0.0]","[961.361, 528.73, 0.85]",36.849,13.7,26.16,0,0,0,0,24.08
83,scene-0041,1532401502547169,1532401503133177,5914d9b538ea44b9af49ab70cef66eee,5bb5ba200afa41ae8abea36f6cb7f08c,"[982.397, 554.143, 0.0]","[961.349, 528.709, 0.838]",33.024,14.2,24.08,0,0,0,0,21.79
86,scene-0041,1532401503047048,1532401503633435,5914d9b538ea44b9af49ab70cef66eee,c117fc44c41a4589ab3ddb2b611870f3,"[979.956, 551.599, 0.0]","[961.366, 528.737, 0.84]",29.479,9.2,21.79,0,0,0,0,19.59
93,scene-0041,1532401503547474,1532401504133346,5914d9b538ea44b9af49ab70cef66eee,b7013092782349c3a72ba086259f8ac3,"[977.724, 549.19, 0.0]","[961.382, 528.766, 0.843]",26.171,7.0,19.59,0,0,0,0,17.45
102,scene-0041,1532401504047924,1532401504632947,5914d9b538ea44b9af49ab70cef66eee,2bfdde0b69ab4187a9d1a127d59bf9ad,"[975.755, 546.991, 0.0]","[961.399, 528.794, 0.846]",23.193,8.4,17.45,0,0,0,0,15.1
105,scene-0041,1532401504548339,1532401505133431,5914d9b538ea44b9af49ab70cef66eee,bd8e0032af5b4220ac6293f30818493c,"[974.02, 545.027, 0.0]","[961.416, 528.823, 0.848]",20.547,8.7,15.1,0,0,0,0,12.92
117,scene-0041,1532401505048207,1532401505633868,5914d9b538ea44b9af49ab70cef66eee,e36b842e400441469e77415f387cfa2e,"[972.539, 543.311, 0.0]","[961.433, 528.851, 0.851]",18.252,8.7,12.92,0,0,0,0,10.88
124,scene-0041,1532401505548069,1532401506132880,5914d9b538ea44b9af49ab70cef66eee,a3b00fd5cb2e437288cf9d5a5bc42f29,"[971.252, 541.821, 0.0]","[961.406, 528.854, 0.855]",16.304,8.8,10.88,0,0,0,4,9.04
125,scene-0041,1532401506047956,1532401506633106,5914d9b538ea44b9af49ab70cef66eee,75beeb0796404829a640b3a34ddf79a0,"[970.15, 540.524, 0.0]","[961.379, 528.856, 0.858]",14.622,10.0,9.04,0,4,0,6,7.17
135,scene-0041,1532401506548376,1532401507133736,5914d9b538ea44b9af49ab70cef66eee,844b96e12b024a3785b387e1cacee0ed,"[969.268, 539.467, 0.0]","[961.352, 528.859, 0.862]",13.264,1.9,7.17,0,6,0,7,5.54
140,scene-0041,1532401507048824,1532401507634106,5914d9b538ea44b9af49ab70cef66eee,00f4f521f51b4cba8263eb030580fe17,"[968.546, 538.6, 0.0]","[961.325, 528.862, 0.866]",12.154,3.9,5.54,0,7,0,6,4.08
146,scene-0041,1532401507448620,1532401508132418,5914d9b538ea44b9af49ab70cef66eee,341b6c6c0fa8496eb36cecd9128598ae,"[968.083, 538.032, 0.0]","[961.299, 528.864, 0.87]",11.438,3.9,4.08,0,6,0,6,2.75
159,scene-0041,1532401507949062,1532401508633871,5914d9b538ea44b9af49ab70cef66eee,31bb98c8529640e493320ba1ecd64a34,"[967.625, 537.462, 0.0]","[961.29, 528.826, 0.866]",10.745,2.6,2.75,0,6,0,6,1.53
164,scene-0041,1532401508448897,1532401509133321,5914d9b538ea44b9af49ab70cef66eee,2796a8c225d741f0882edf42350fe094,"[967.304, 537.066, 0.0]","[961.281, 528.787, 0.862]",10.275,2.6,1.53,0,6,0,6,0.0
11,scene-0042,1532401554147798,1532401554633677,9a40b6773c3b459d8e68859e1205b851,c3d5eb1c994d451595ce585014cfc22c,"[712.328, 745.399, 0.0]","[671.141, 769.516, -0.833]",47.736,-1.7,38.78,73,0,39,0,38.69
14,scene-0042,1532401554547533,1532401555133458,9a40b6773c3b459d8e68859e1205b851,583e0e6234d24c40a13299d4dab7d2e2,"[708.714, 747.872, 0.0]","[671.118, 769.593, -0.832]",43.428,-1.8,38.69,39,0,0,0,38.42
17,scene-0042,1532401555047427,1532401555634137,9a40b6773c3b459d8e68859e1205b851,1d23c3b280f0429ea2fd2e632d133aae,"[704.099, 751.039, 0.0]","[671.094, 769.669, -0.831]",37.909,-0.8,38.42,0,0,13,0,37.97
19,scene-0042,1532401555546738,1532401556133405,9a40b6773c3b459d8e68859e1205b851,38bd448c99bd4383afafc76c0848beba,"[699.614, 754.15, 0.0]","[671.071, 769.746, -0.831]",32.536,1.6,37.97,13,0,19,0,37.78
21,scene-0042,1532401556046058,1532401556634135,9a40b6773c3b459d8e68859e1205b851,933b29bb4ce74398bc15762cdeed1f46,"[695.151, 757.248, 0.0]","[671.079, 769.766, -0.78]",27.143,2.0,37.78,19,0,48,0,38.15
25,scene-0042,1532401556545955,1532401557132822,9a40b6773c3b459d8e68859e1205b851,00816908c04e47a4adb541e49d699fbc,"[690.777, 760.278, 0.0]","[671.086, 769.785, -0.602]",21.875,2.1,38.15,48,0,48,0,39.01
33,scene-0042,1532401557047483,1532401557632684,9a40b6773c3b459d8e68859e1205b851,80d2e0911227412f94d11d8b652e14ed,"[686.362, 763.35, 0.0]","[671.094, 769.804, -0.424]",16.581,3.0,39.01,48,0,24,0,40.14
35,scene-0042,1532401557548472,1532401558133321,9a40b6773c3b459d8e68859e1205b851,50af13c3f350424dab706d28b28d48f4,"[681.877, 766.439, 0.0]","[671.102, 769.823, 0.004]",11.294,2.9,40.14,24,0,0,0,40.86
42,scene-0042,1532401558048883,1532401558633092,9a40b6773c3b459d8e68859e1205b851,30af21d4f4f64bbc9977079913fd485e,"[677.286, 769.583, 0.0]","[671.109, 769.843, 0.432]",6.198,0.4,40.86,0,0,1,0,41.15
46,scene-0042,1532401558549357,1532401558633092,adeac5d0524f40359579085ca5e475c9,5ef589b0b8fc4ba7ac6d5258053fc121,"[672.586, 772.772, 0.0]","[665.916, 773.296, 0.192]",6.693,0.4,40.86,0,0,1,0,41.15
82,scene-0042,1532401562047366,1532401562132969,531acdf6cae24c7e965ca4aad9e78603,a64896ca3cb0446ab3db613f3e2dd1f2,"[637.842, 796.169, 0.0]","[596.591, 819.357, -0.02]",47.322,3.0,43.24,45,0,0,0,43.17
84,scene-0042,1532401562546674,1532401562633354,531acdf6cae24c7e965ca4aad9e78603,797b32bfa1c14b469622a5a2c116790c,"[632.698, 799.619, 0.0]","[596.696, 819.228, 0.126]",40.996,2.8,43.17,0,0,0,0,42.59
90,scene-0042,1532401563046613,1532401563133132,531acdf6cae24c7e965ca4aad9e78603,c02abc3f3f9042a182e01cb283773dad,"[627.257, 803.266, 0.0]","[596.519, 819.529, 0.321]",34.777,0.8,42.59,0,0,0,0,42.06
97,scene-0042,1532401563546415,1532401563632776,531acdf6cae24c7e965ca4aad9e78603,75e93a5b1b28495dab6181089b196862,"[622.253, 806.63, 0.0]","[596.596, 819.372, 0.453]",28.65,1.3,42.06,0,0,0,0,41.33
99,scene-0042,1532401563946197,1532401564132665,531acdf6cae24c7e965ca4aad9e78603,e58a9ef5668041b49ac4d64f2963166c,"[618.29, 809.305, 0.0]","[596.673, 819.216, 0.584]",23.788,5.0,41.33,0,0,0,0,40.66
106,scene-0042,1532401564446077,1532401564633231,531acdf6cae24c7e965ca4aad9e78603,8bcdb4dcbbfa49039ed23002a603a6ea,"[613.454, 812.533, 0.0]","[596.806, 819.137, 0.74]",17.926,8.3,40.66,0,0,0,0,39.91
113,scene-0042,1532401564945950,1532401565133014,531acdf6cae24c7e965ca4aad9e78603,dec9aaa40bc644dbadf65a00f68bd7a1,"[608.654, 815.685, 0.0]","[596.94, 819.058, 0.897]",12.223,10.1,39.91,0,0,27,0,39.18
116,scene-0042,1532401565446382,1532401565633298,531acdf6cae24c7e965ca4aad9e78603,b9389549717f4cbf985f299f246aea81,"[603.932, 818.697, 0.0]","[597.106, 818.957, 0.928]",6.893,10.1,39.18,27,0,30,0,38.8
128,scene-0042,1532401566897358,1532401567133079,3db997385db140c9b523ebb0d62dd395,2022fc7a738b41d482ae1528513d2126,"[590.338, 826.891, 0.0]","[555.074, 853.108, -0.231]",43.942,-1.0,38.7,40,0,40,0,38.82
132,scene-0042,1532401567397780,1532401567633027,3db997385db140c9b523ebb0d62dd395,0270788c3fac45bb9c640c32e8e4b23d,"[585.647, 829.678, 0.0]","[563.876, 847.472, 0.169]",28.118,-1.8,38.82,40,0,40,0,38.71
135,scene-0042,1532401567898780,1532401568132552,3db997385db140c9b523ebb0d62dd395,3b3ed6a16057482d9e39551c31aa3b15,"[580.968, 832.499, 0.0]","[572.625, 841.87, 0.369]",12.552,-2.4,38.71,40,0,40,0,38.82
2,scene-0043,1532401609698140,1532401610133083,5cb782060cdc44cab0436512e5e2bb09,7f69c1e626a646b3a6c5fe5b127f0786,"[341.213, 1035.363, 0.0]","[349.432, 1059.988, 0.749]",25.971,-9.8,25.75,0,0,0,0,24.73
4,scene-0043,1532401610198025,1532401610632771,5cb782060cdc44cab0436512e5e2bb09,eb1f10b362ab4715a5b38ebe903ff582,"[342.604, 1038.776, 0.0]","[350.61, 1062.968, 0.699]",25.492,-6.1,24.73,0,0,101,0,23.26
9,scene-0043,1532401610797974,1532401611132143,5cb782060cdc44cab0436512e5e2bb09,455ce07337d941e49d32a41d2ee05b40,"[344.236, 1042.668, 0.0]","[352.021, 1066.517, 0.599]",25.095,-3.5,23.26,101,0,109,0,24.04
19,scene-0043,1532401611297862,1532401611632261,5cb782060cdc44cab0436512e5e2bb09,f27e4099e7ff4ebdaf1d8094c1b0ac0e,"[345.533, 1045.683, 0.0]","[353.199, 1069.497, 0.599]",25.025,-1.8,24.04,109,0,43,0,24.11
27,scene-0043,1532401611798280,1532401612132902,5cb782060cdc44cab0436512e5e2bb09,e93b2d25bb9543c9b85f74580b18a2c2,"[346.886, 1048.771, 0.0]","[354.399, 1072.531, 0.599]",24.927,1.4,24.11,43,0,40,0,24.03
32,scene-0043,1532401612298153,1532401612632598,5cb782060cdc44cab0436512e5e2bb09,b93405aa757d4897a521ad6ed70f7dcf,"[348.249, 1051.89, 0.0]","[355.599, 1075.342, 0.549]",24.582,3.2,24.03,40,0,0,0,23.58
35,scene-0043,1532401612898117,1532401613132591,5cb782060cdc44cab0436512e5e2bb09,54938efb28414e26852430ba156d92c5,"[349.853, 1055.609, 0.0]","[357.007, 1078.637, 0.549]",24.12,2.8,23.58,0,0,0,0,23.04
45,scene-0043,1532401613398006,1532401613632911,5cb782060cdc44cab0436512e5e2bb09,0de5e3b2620a4fc9a718ffd7d83b7361,"[351.173, 1058.67, 0.0]","[358.057, 1081.098, 0.549]",23.467,-2.1,23.04,0,0,0,0,22.27
52,scene-0043,1532401613897885,1532401614132776,5cb782060cdc44cab0436512e5e2bb09,621158cb45a747e8b676fc4c1d67674d,"[352.452, 1061.648, 0.0]","[359.106, 1083.559, 0.549]",22.905,-1.9,22.27,0,0,0,0,21.45
57,scene-0043,1532401614398300,1532401614632096,5cb782060cdc44cab0436512e5e2bb09,bafd3081f2ec41dcabe9809e5329741a,"[353.687, 1064.498, 0.0]","[360.026, 1085.644, 0.582]",22.083,-0.3,21.45,0,0,0,0,20.56
65,scene-0043,1532401614898201,1532401615132385,5cb782060cdc44cab0436512e5e2bb09,3006da3dde0c45a7835d5607ea6b9e91,"[354.871, 1067.22, 0.0]","[360.771, 1087.358, 0.615]",20.994,0.7,20.56,0,0,0,0,19.77
72,scene-0043,1532401615447818,1532401615632274,5cb782060cdc44cab0436512e5e2bb09,1f4bb8d31f4d406e9b16bf7869ec7c6c,"[356.142, 1070.141, 0.0]","[361.472, 1088.979, 0.649]",19.589,0.8,19.77,0,0,0,0,18.85
81,scene-0043,1532401615947718,1532401616132602,5cb782060cdc44cab0436512e5e2bb09,bfb3e0ffedc34f409621af43192a4899,"[357.248, 1072.684, 0.0]","[362.005, 1090.129, 0.649]",18.093,0.8,18.85,0,0,0,0,17.94
88,scene-0043,1532401616447563,1532401616632949,5cb782060cdc44cab0436512e5e2bb09,bbca17b8a18a4a09875e1240cac98a8c,"[358.276, 1075.057, 0.0]","[362.363, 1090.908, 0.665]",16.383,-2.5,17.94,0,0,0,0,16.91
100,scene-0043,1532401616947440,1532401617132158,5cb782060cdc44cab0436512e5e2bb09,7dd37174c33c4e3eb01cd2ae155785f5,"[359.262, 1077.333, 0.0]","[362.608, 1091.448, 0.707]",14.523,-1.8,16.91,0,0,0,0,15.74
102,scene-0043,1532401617447315,1532401617632379,5cb782060cdc44cab0436512e5e2bb09,229637df955e4604905fc6ec9606e3ac,"[360.199, 1079.479, 0.0]","[362.703, 1091.671, 0.749]",12.469,-3.6,15.74,0,0,0,0,14.58
112,scene-0043,1532401617947207,1532401618132168,5cb782060cdc44cab0436512e5e2bb09,824165bb2efb43adbe21a212ae23dc16,"[361.075, 1081.476, 0.0]","[362.75, 1091.771, 0.749]",10.458,-5.1,14.58,0,0,0,0,13.44
125,scene-0043,1532401618397317,1532401618632946,5cb782060cdc44cab0436512e5e2bb09,b6587377bce94bfebeab6acec3ad8f64,"[361.81, 1083.122, 0.0]","[362.762, 1091.797, 0.749]",8.76,0.4,13.44,0,0,0,0,12.17
139,scene-0043,1532401618897184,1532401619132542,5cb782060cdc44cab0436512e5e2bb09,c0b066db5af745e88e23d9f7f5817084,"[362.55, 1084.77, 0.0]","[362.771, 1091.816, 0.736]",7.088,1.3,12.17,0,0,0,0,10.81
141,scene-0043,1532401619447952,1532401619632911,5cb782060cdc44cab0436512e5e2bb09,1f0cf22d9e2947ec9835aac27c3d725f,"[363.301, 1086.432, 0.0]","[362.78, 1091.834, 0.724]",5.475,3.9,10.81,0,0,0,0,9.46
154,scene-0043,1532401619947812,1532401620132055,011d7348763d4841859209e9aeab6a2a,abeb9a1297b740c49e23ed66fa821867,"[363.902, 1087.784, 0.0]","[365.591, 1098.553, 0.781]",10.929,4.3,9.46,0,0,0,0,8.31
159,scene-0043,1532401620448248,1532401620632564,011d7348763d4841859209e9aeab6a2a,c7b251d654404c33829d3bc1fd7c71c2,"[364.422, 1088.956, 0.0]","[365.586, 1098.556, 0.768]",9.701,4.3,8.31,0,0,0,4,7.19
171,scene-0043,1532401620948114,1532401621132532,011d7348763d4841859209e9aeab6a2a,6f516b69c577482a90a29dad72b229d7,"[364.881, 1089.994, 0.0]","[365.594, 1098.571, 0.768]",8.641,4.0,7.19,0,4,0,8,5.82
175,scene-0043,1532401621447435,1532401621632907,011d7348763d4841859209e9aeab6a2a,04d2551d694148e1a858b40f1e534b68,"[365.254, 1090.845, 0.0]","[365.601, 1098.585, 0.768]",7.786,4.0,5.82,0,8,0,11,3.9
181,scene-0043,1532401621947877,1532401622132593,011d7348763d4841859209e9aeab6a2a,7da1c856178543e1b2a560268942e098,"[365.562, 1091.548, 0.0]","[365.609, 1098.599, 0.768]",7.093,4.0,3.9,0,11,0,5,2.0
192,scene-0043,1532401622447210,1532401622632907,011d7348763d4841859209e9aeab6a2a,d30469e258e843eea18f09ee21d2930f,"[365.744, 1091.958, 0.0]","[365.621, 1098.621, 0.768]",6.708,3.9,2.0,0,5,0,5,0.79
197,scene-0043,1532401622897302,1532401623132527,011d7348763d4841859209e9aeab6a2a,c5f7e3f522464637ae45627ffdd1e88a,"[365.83, 1092.152, 0.0]","[365.633, 1098.643, 0.768]",6.539,3.9,0.79,0,5,0,4,0.0
207,scene-0043,1532401623397740,1532401623632832,011d7348763d4841859209e9aeab6a2a,9bcb530029dc41ff88fff26f794978e3,"[365.868, 1092.236, 0.0]","[365.644, 1098.664, 0.768]",6.478,2.4,0.0,0,4,0,4,0.0
225,scene-0043,1532401624897355,1532401625132554,011d7348763d4841859209e9aeab6a2a,392750566df24427940701f67a4c0b37,"[365.867, 1092.222, 0.0]","[365.622, 1098.62, 0.768]",6.449,2.1,0.0,0,3,0,3,0.0
241,scene-0043,1532401626397551,1532401626632134,011d7348763d4841859209e9aeab6a2a,9c6311842939493cbe50e79bd35963a8,"[365.87, 1092.221, 0.0]","[365.637, 1098.65, 0.768]",6.479,2.1,0.0,0,3,0,3,0.0
20,scene-0044,1532401763648880,1532401764132469,9ded5bee1a2843159f3ca1e054235808,988ca845cbd84e49ab37582094427cfc,"[1000.802, 1062.085, 0.0]","[991.61, 1017.433, 2.506]",45.657,9.3,32.98,0,0,0,0,30.66
24,scene-0044,1532401764149333,1532401764632166,9ded5bee1a2843159f3ca1e054235808,b9e4ecfb66304c61a0c0b65624f43de4,"[999.827, 1057.401, 0.0]","[992.373, 1019.324, 2.405]",38.874,9.4,30.66,0,0,0,0,28.64
28,scene-0044,1532401764648641,1532401765131921,9ded5bee1a2843159f3ca1e054235808,db66fa73114e42c19c1a9c4d1a9613a6,"[999.019, 1053.068, 0.0]","[993.421, 1021.071, 2.304]",32.565,9.8,28.64,0,0,0,0,26.69
31,scene-0044,1532401765148524,1532401765631697,9ded5bee1a2843159f3ca1e054235808,2e2b7260438b4c8eb31f4234fac4885c,"[998.32, 1049.036, 0.0]","[994.73, 1022.634, 2.203]",26.736,9.8,26.69,0,0,0,0,24.98
35,scene-0044,1532401765648388,1532401766132062,9ded5bee1a2843159f3ca1e054235808,b96beac41ad146eba264ff993889b618,"[997.724, 1045.264, 0.0]","[996.277, 1023.94, 2.182]",21.484,9.5,24.98,0,0,57,0,23.99
36,scene-0044,1532401766048176,1532401766632194,9ded5bee1a2843159f3ca1e054235808,b85e1ab105a84094bd44aa80eaee3672,"[997.299, 1042.44, 0.0]","[997.995, 1025.013, 2.161]",17.574,9.4,23.99,57,0,138,0,22.22
39,scene-0044,1532401766548065,1532401767132420,9ded5bee1a2843159f3ca1e054235808,aaba8d948f3343849269191cc60a73b7,"[996.853, 1039.054, 0.0]","[999.849, 1025.829, 2.141]",13.728,1.5,22.22,138,0,208,0,24.03
40,scene-0044,1532401766947855,1532401767132420,78b3f2d2187240b5bc281f06a8895d93,e5376339734549dfa1fb8bd74a57aed0,"[996.557, 1036.566, 0.0]","[996.152, 992.0, 1.587]",44.596,1.5,22.22,138,0,208,0,24.03
44,scene-0044,1532401767447207,1532401767631838,78b3f2d2187240b5bc281f06a8895d93,82426e38aac04b24b440c67b1eefc3c6,"[996.2, 1033.43, 0.0]","[996.153, 992.018, 1.199]",41.429,-3.1,24.03,208,0,290,0,24.34
49,scene-0044,1532401767897297,1532401768131855,78b3f2d2187240b5bc281f06a8895d93,1a5e93a1e47b4b2782b15faf29a48eac,"[995.855, 1030.512, 0.0]","[996.035, 992.137, 1.488]",38.405,-6.2,24.34,290,0,0,0,25.34
77,scene-0044,1532401770447630,1532401770632334,e7e39c13ff9443008cac46c548827e4c,da47c47c728e44a5a9527691e6131bf6,"[993.309, 1012.311, 0.0]","[986.188, 964.696, 1.953]",48.184,5.1,30.59,382,0,378,0,33.54
82,scene-0044,1532401770947964,1532401771132833,e7e39c13ff9443008cac46c548827e4c,532ce373202c4b1fb89e1370409c9e2e,"[992.734, 1007.921, 0.0]","[986.223, 968.505, 1.705]",39.986,1.7,33.54,378,0,309,0,35.97
94,scene-0044,1532401771448409,1532401771632633,e7e39c13ff9443008cac46c548827e4c,feab5eb79d724f7c8a48b5dc639f563e,"[992.123, 1003.176, 0.0]","[986.017, 972.012, 1.634]",31.798,4.0,35.97,309,0,299,0,38.1
100,scene-0044,1532401771948835,1532401772132265,e7e39c13ff9443008cac46c548827e4c,f1d4fb71d1f946eab344f83f5bf69dd6,"[991.5, 998.117, 0.0]","[986.017, 975.305, 1.385]",23.503,5.6,38.1,299,0,376,0,39.77
109,scene-0044,1532401772449256,1532401772632248,e7e39c13ff9443008cac46c548827e4c,819b777dbb8d42379cdd417777581226,"[990.882, 992.724, 0.0]","[986.022, 978.621, 1.207]",14.966,6.0,39.77,376,0,332,0,41.54
3,scene-0045,1532402002147350,1532402002630706,5e707dee8f424c678c1b85557bc54472,bba4c941505644ee88a2e245d308cf0d,"[210.626, 921.245, 0.0]","[217.553, 923.189, 0.652]",7.224,-6.4,2.15,68,0,0,0,3.26
9,scene-0045,1532402002648304,1532402003131042,5e707dee8f424c678c1b85557bc54472,b8dd0af8d51d427ea81dec0ef062a6ce,"[210.79, 921.229, 0.0]","[217.553, 923.189, 0.652]",7.071,-6.4,3.26,0,0,35,0,3.78
16,scene-0045,1532402003198488,1532402003631540,5e707dee8f424c678c1b85557bc54472,528d44433bee40cdadac2fbd9b0db8a3,"[211.182, 921.191, 0.0]","[217.553, 923.189, 0.652]",6.709,-6.4,3.78,35,0,306,0,5.33
30,scene-0045,1532402003798481,1532402004130513,5e707dee8f424c678c1b85557bc54472,e9f7ca35c3b14626b71d672a4dea907d,"[211.848, 921.131, 0.0]","[217.553, 923.189, 0.652]",6.099,-6.4,5.33,306,0,412,0,9.03
36,scene-0045,1532402004298875,1532402004630766,5e707dee8f424c678c1b85557bc54472,31536f729fdd4ed197952a1083e5ee21,"[212.557, 921.064, 0.0]","[217.553, 923.189, 0.677]",5.471,-5.8,9.03,412,0,288,0,13.12
43,scene-0045,1532402004798742,1532402005131021,3e7b352a36ec42019548650d9b3f3b34,0b8aa9fd3cc34d6c8c2239e725d33724,"[213.793, 920.943, 0.0]","[222.826, 924.579, 0.764]",9.767,4.8,13.12,288,0,384,0,16.38
48,scene-0045,1532402005298640,1532402005631262,3e7b352a36ec42019548650d9b3f3b34,312bac314456438db8af2a2d28067646,"[215.657, 920.759, 0.0]","[222.826, 924.579, 0.777]",8.16,4.8,16.38,384,0,340,0,20.07
52,scene-0045,1532402005798494,1532402006131514,3e7b352a36ec42019548650d9b3f3b34,1ab990eacff34ab9a7c27e291b02d48a,"[217.943, 920.541, 0.0]","[222.826, 924.579, 0.789]",6.385,3.7,20.07,340,0,301,0,22.81
55,scene-0045,1532402006298373,1532402006631153,262064d9d277460b973ed90a824758f5,ee0895c87edf49c08815c201515267a3,"[220.757, 920.291, 0.0]","[255.683, 913.338, 1.03]",35.626,2.5,22.81,301,0,0,0,24.23
60,scene-0045,1532402006797726,1532402007131521,262064d9d277460b973ed90a824758f5,21753d14f76349af9e6ffd2ccdf5f6c5,"[223.974, 920.004, 0.0]","[253.781, 913.458, 1.03]",30.535,2.5,24.23,0,0,0,0,24.15
63,scene-0045,1532402007297575,1532402007630727,262064d9d277460b973ed90a824758f5,dcd5fd2b8c364f7b816450f4833877a5,"[227.435, 919.711, 0.0]","[251.418, 913.661, 0.997]",24.754,2.6,24.15,0,0,0,1,23.18
70,scene-0045,1532402007797448,1532402008131169,262064d9d277460b973ed90a824758f5,0d626c0c7448404e8f4dc3730b90ab45,"[230.898, 919.428, 0.0]","[248.587, 913.824, 0.988]",18.581,2.8,23.18,0,1,0,0,21.45
74,scene-0045,1532402008296779,1532402008631414,262064d9d277460b973ed90a824758f5,c73ac0d1bdb9487294e7ef201f44437a,"[234.221, 919.179, 0.0]","[245.792, 914.039, 0.98]",12.699,-1.1,21.45,0,0,0,0,19.46
79,scene-0045,1532402008797206,1532402009130786,262064d9d277460b973ed90a824758f5,9813752bb9cc4cfba5649c0566b39e98,"[237.296, 918.937, 0.0]","[242.56, 914.346, 0.98]",7.053,-1.1,19.46,0,0,0,0,17.75
83,scene-0045,1532402009197025,1532402009630637,9e6e88c2111d4221b4d82c2080fe8abd,5ce30484376d47b3859a8919bef543b8,"[239.524, 918.773, 0.0]","[263.572, 916.847, 1.006]",24.146,-2.1,17.75,0,0,0,0,16.74
92,scene-0045,1532402009646542,1532402010130984,9e6e88c2111d4221b4d82c2080fe8abd,11347b3880c54195be4d47138b957656,"[241.844, 918.602, 0.0]","[264.006, 916.829, 1.006]",22.256,-10.3,16.74,0,0,0,0,15.8
97,scene-0045,1532402010146420,1532402010631191,9e6e88c2111d4221b4d82c2080fe8abd,9676a6f3de8a447e9cedf1aa42b66adc,"[244.252, 918.426, 0.0]","[264.439, 916.811, 1.006]",20.276,-4.6,15.8,0,0,0,0,14.93
104,scene-0045,1532402010646857,1532402011130834,9c4b9bc4d9e647b6bcaed61318c22d75,e00b245633274620bb5d32b4a2d311f3,"[246.529, 918.236, 0.0]","[265.244, 913.426, 0.919]",19.345,-3.3,14.93,0,0,0,0,14.03
105,scene-0045,1532402011146735,1532402011631291,9c4b9bc4d9e647b6bcaed61318c22d75,a61251b5a629426191294fe8aae02c1c,"[248.702, 918.044, 0.0]","[264.961, 913.537, 0.969]",16.9,-4.6,14.03,0,0,0,0,13.08
111,scene-0045,1532402011647189,1532402012131047,9c4b9bc4d9e647b6bcaed61318c22d75,62853421940e413e80c840d89a98f7ca,"[250.805, 917.854, 0.0]","[264.526, 913.606, 0.969]",14.396,-10.0,13.08,0,0,0,0,11.44
120,scene-0045,1532402012148170,1532402012630861,9c4b9bc4d9e647b6bcaed61318c22d75,1471f93a59aa4bfc9dcb56509e6416ec,"[252.755, 917.673, 0.0]","[263.063, 913.454, 0.969]",11.18,-3.6,11.44,0,0,0,7,9.28
127,scene-0045,1532402012648015,1532402013130492,9c4b9bc4d9e647b6bcaed61318c22d75,cf5cb41e0b4a4ee4baff1e77eb500096,"[254.449, 917.499, 0.0]","[260.796, 913.381, 0.969]",7.628,-3.5,9.28,0,7,0,3,7.27
