scene,timestamp,inst_token,ann_token,distance,throttle,ego_speed,brake,future_throttle,future_brake
scene-0057,1532402745646619,bff3dca6b83f421186a303aebcbbb057,1af2aeb8aae74d89bd1df2f649d2bd63,26.94,312,29.39,0,342,0
scene-0057,1532402745646619,d1c63a0a1b964a1a867bb77759b13185,c0d62d09a1cc4057be72fe480c40041f,34.875,342,31.14,0,276,0
scene-0057,1532402746147603,7b73d90e7efb4d18abac2c5100432e84,7ae0976a18bc449ba8e25846ff93d6cd,48.974,228,35.46,0,153,0
scene-0057,1532402746147603,a7b4fb40215e420bac7d1b0b56f8b638,748c954c0eec48ca8e44e6b60ac73cbc,5.637,228,35.46,0,153,0
scene-0057,1532402746147603,f7b8246da9e84c62b1b3f1910a1b86ec,c75d02f455ad4ef995f38617c17d3fac,38.555,228,35.46,0,153,0
scene-0057,1532402746147603,03e3fc3495d541d1a0b4f2a775a9b80e,a8dadf78de40494dad18cd7c74e4549a,63.44,276,33.0,0,285,0
scene-0057,1532402746147603,d1c63a0a1b964a1a867bb77759b13185,26e13701260d483b8adab0cf4307e689,30.194,276,33.0,0,285,0
scene-0057,1532402746147603,65c1c65c82cb4022ad66955de52ce28e,c07547281947479baf3a0aa03a9222ff,55.031,228,35.46,0,153,0
scene-0057,1532402746697790,65c1c65c82cb4022ad66955de52ce28e,aafde647cfd34c09b58b85864739e56c,55.059,153,36.01,0,84,0
scene-0057,1532402746697790,d1c63a0a1b964a1a867bb77759b13185,33184c3c1c794df3a4a5b2bb193e6f42,25.26,285,34.36,0,141,0
scene-0057,1532402746697790,7b73d90e7efb4d18abac2c5100432e84,b0a4056ef2654ad5940f13e2ed45dc8b,43.423,153,36.01,0,84,0
scene-0057,1532402746697790,03e3fc3495d541d1a0b4f2a775a9b80e,e63fd470f040423d9deeaacb0a2f61fc,58.156,285,34.36,0,141,0
scene-0057,1532402746697790,f7b8246da9e84c62b1b3f1910a1b86ec,d42e35c460d34ccd83b1ea8bb377cbc6,33.144,153,36.01,0,84,0
scene-0057,1532402747197665,03e3fc3495d541d1a0b4f2a775a9b80e,8befaff28bf3425c8f53170915adbfdc,53.328,141,35.31,0,48,0
scene-0057,1532402747197665,65c1c65c82cb4022ad66955de52ce28e,fe4f61d97d2042418cb6405b3f1b0df9,54.807,84,36.09,0,39,0
scene-0057,1532402747197665,f7b8246da9e84c62b1b3f1910a1b86ec,4753b503cbc54f1fb1748ae3215591a1,28.437,84,36.09,0,39,0
scene-0057,1532402747197665,7b73d90e7efb4d18abac2c5100432e84,ed711b83e94e4ee3843f4fdd4558e8cc,38.413,84,36.09,0,39,0
scene-0057,1532402747698669,7b73d90e7efb4d18abac2c5100432e84,7a32628102df4706b37239fb41c4c341,33.432,39,35.8,0,89,0
scene-0057,1532402747698669,65c1c65c82cb4022ad66955de52ce28e,cd29989cf888445eb7333ebddf849cb5,54.557,39,35.8,0,89,0
scene-0057,1532402747698669,f7b8246da9e84c62b1b3f1910a1b86ec,cd18234b2a544f41bc0a8ba7fe98048d,23.859,39,35.8,0,89,0
scene-0057,1532402747698669,03e3fc3495d541d1a0b4f2a775a9b80e,08fa2c8a2d7b45429f26e22805f39923,48.477,48,35.54,0,228,0
scene-0057,1532402748198520,65c1c65c82cb4022ad66955de52ce28e,5bd5c01bcacc4592875f0a3187856c9b,54.388,89,35.13,0,145,0
scene-0057,1532402748198520,7b73d90e7efb4d18abac2c5100432e84,9ee67b9d65614a209c5c0fcebd8c5187,28.495,89,35.13,0,145,0
scene-0057,1532402748198520,f7b8246da9e84c62b1b3f1910a1b86ec,a960907468ac4cf08e0e521f2e91bbef,19.711,89,35.13,0,145,0
scene-0057,1532402748198520,03e3fc3495d541d1a0b4f2a775a9b80e,656db9a8d73f4d2e97591018531af0bb,43.737,228,35.46,0,153,0
scene-0057,1532402748698953,65c1c65c82cb4022ad66955de52ce28e,85a70292b43f48649d9c9ab943676f72,54.328,145,34.48,0,232,0
scene-0057,1532402748698953,7b73d90e7efb4d18abac2c5100432e84,b6c62d90109a44ac98fbb3079d4ee050,23.859,145,34.48,0,232,0
scene-0057,1532402748698953,03e3fc3495d541d1a0b4f2a775a9b80e,c19d7d4f09cc42018fd032d9390cfbae,38.97,153,36.01,0,84,0
scene-0057,1532402749198270,65c1c65c82cb4022ad66955de52ce28e,3bd56847fd9c4860b364d3922c0f6d32,54.318,232,34.56,0,262,0
scene-0057,1532402749198270,7b73d90e7efb4d18abac2c5100432e84,6eab76a09f9a41bd9622bb2a4cdc1b60,19.534,232,34.56,0,262,0
scene-0057,1532402749198270,03e3fc3495d541d1a0b4f2a775a9b80e,b0fe2d01657b41e09dd53a1a1bfe0f99,34.313,84,36.09,0,39,0
scene-0057,1532402749698153,65c1c65c82cb4022ad66955de52ce28e,3a59c0f0e1774f32b4a39720048155f6,54.183,262,35.29,0,208,0
scene-0057,1532402749698153,03e3fc3495d541d1a0b4f2a775a9b80e,cc73982a077345ee96841721222f28b5,29.538,39,35.8,0,89,0
scene-0057,1532402750198029,65c1c65c82cb4022ad66955de52ce28e,47dd62e436de4e77ae5c1921d8142cc8,53.891,208,36.41,0,189,0
scene-0057,1532402750198029,03e3fc3495d541d1a0b4f2a775a9b80e,b97b65d4408c43cd889cf101af359be2,24.643,89,35.13,0,145,0
scene-0057,1532402750697927,65c1c65c82cb4022ad66955de52ce28e,ac6dacd76ee6467ea557d42ef9962fe3,53.415,189,37.23,0,156,0
scene-0057,1532402750697927,03e3fc3495d541d1a0b4f2a775a9b80e,a2de51fd1387494c8ebef409529ca462,19.518,145,34.48,0,232,0
scene-0057,1532402751197775,65c1c65c82cb4022ad66955de52ce28e,e0d7579f82314f2893e4cb056bb2508f,52.88,156,37.85,0,205,0
scene-0057,1532402751197775,03e3fc3495d541d1a0b4f2a775a9b80e,2a7c6a6eee414c34918a694431ddbf37,14.394,232,34.56,0,262,0
scene-0057,1532402751697676,65c1c65c82cb4022ad66955de52ce28e,3220045f102a40f590c313812e05e5cf,52.297,205,38.17,0,267,0
scene-0057,1532402751697676,1f5b72c0adde458d9b690438798d9446,8c116d5f458a4e72b519ad42c1c29a95,75.995,234,28.32,0,312,0
scene-0057,1532402751697676,6df3d14fcee644c9a120c153180bb530,06407f41f2d04c25b059cd34c87a3801,75.017,234,28.32,0,312,0
scene-0057,1532402751697676,03e3fc3495d541d1a0b4f2a775a9b80e,2a7542e56e604bd79c4de65fefbeab48,9.386,262,35.29,0,208,0
scene-0057,1532402752147770,1f5b72c0adde458d9b690438798d9446,a22b549ead074eb19f55793c746098f5,76.348,312,29.39,0,342,0
scene-0057,1532402752147770,6df3d14fcee644c9a120c153180bb530,297a5df96204410ba1bec114262445a1,70.167,312,29.39,0,342,0
scene-0057,1532402752147770,4eb076d1d4cb48d49c954cc2e69f4e70,09d7fc5e9ac24ae38130dbc0a3c52e1c,73.905,234,28.32,0,312,0
scene-0057,1532402752147770,65c1c65c82cb4022ad66955de52ce28e,485ba97138da4f37981025ed3cead71c,52.198,267,38.92,0,179,0
scene-0057,1532402752647654,65c1c65c82cb4022ad66955de52ce28e,8ee4c6a90ed34e8e894cecf97a31a064,51.466,179,39.35,0,184,0
scene-0057,1532402752647654,4eb076d1d4cb48d49c954cc2e69f4e70,b6bd62363d24412f814c56a396ff8cbe,66.998,312,29.39,0,342,0
scene-0057,1532402752647654,1f5b72c0adde458d9b690438798d9446,e9276e51ed41444c928dfffa33374d5a,76.071,342,31.14,0,276,0
scene-0057,1532402752647654,6df3d14fcee644c9a120c153180bb530,37a8ac39030b4a7da696b222ef7c820d,64.68,342,31.14,0,276,0
scene-0057,1532402753197866,1f5b72c0adde458d9b690438798d9446,97c85db78c1944e2ab5e20bcc4f70938,76.032,276,33.0,0,285,0
scene-0057,1532402753197866,65c1c65c82cb4022ad66955de52ce28e,5dfdcd9c4fc142d2bb56098d75539ac0,51.198,184,39.93,0,171,0
scene-0057,1532402753197866,6df3d14fcee644c9a120c153180bb530,6844def3c3ae41539560ac338af99b01,58.512,276,33.0,0,285,0
scene-0057,1532402753197866,4eb076d1d4cb48d49c954cc2e69f4e70,2a9f14d319d34dc3b41070dcfa65fb98,59.479,342,31.14,0,276,0
scene-0057,1532402753697708,6df3d14fcee644c9a120c153180bb530,bd240ea9d42546c79be2b1c49a07d5b2,52.863,285,34.36,0,141,0
scene-0057,1532402753697708,1f5b72c0adde458d9b690438798d9446,199bad3ec8f94b82a79eba53c14b81f5,76.518,285,34.36,0,141,0
scene-0057,1532402753697708,4eb076d1d4cb48d49c954cc2e69f4e70,b1fd1a0b84cd455ea60192fa0346c550,52.547,276,33.0,0,285,0
scene-0057,1532402753697708,65c1c65c82cb4022ad66955de52ce28e,810ab62a36ab42e3b395b5f8b609f1ca,51.456,171,40.29,0,130,0
scene-0057,1532402754198148,6df3d14fcee644c9a120c153180bb530,03764c053a4547b78806c7a012861e82,47.154,141,35.31,0,48,0
scene-0057,1532402754198148,65c1c65c82cb4022ad66955de52ce28e,55ab0b0d95ad4208b2bcfcbe112cecde,51.658,130,40.49,0,118,0
scene-0057,1532402754198148,1f5b72c0adde458d9b690438798d9446,50260afe56fb446bba11b70d4db1fa96,76.946,141,35.31,0,48,0
scene-0057,1532402754198148,4eb076d1d4cb48d49c954cc2e69f4e70,ed286a6e67474e86a3db95cb44edaef8,45.658,285,34.36,0,141,0
scene-0057,1532402754698037,4eb076d1d4cb48d49c954cc2e69f4e70,134c5074491c4750ab093d3ca1a9eb2f,38.923,141,35.31,0,48,0
scene-0057,1532402754698037,6df3d14fcee644c9a120c153180bb530,5e8d985863d24299bbb435b759c47643,41.45,48,35.54,0,228,0
scene-0057,1532402754698037,65c1c65c82cb4022ad66955de52ce28e,eb3be135f593427c83cc96790680da5d,51.869,118,40.5,0,35,0
scene-0057,1532402754698037,1f5b72c0adde458d9b690438798d9446,c8ac42bd7cec40358644536a247f02bc,77.379,48,35.54,0,228,0
scene-0057,1532402755198471,4eb076d1d4cb48d49c954cc2e69f4e70,41d254dd183c478488a5cd24b6c96d8e,32.662,48,35.54,0,228,0
scene-0057,1532402755198471,6df3d14fcee644c9a120c153180bb530,95b5c81f4c344609949701909432c54f,35.812,228,35.46,0,153,0
scene-0057,1532402755198471,65c1c65c82cb4022ad66955de52ce28e,7ce9d646438e4c7186ed4fcc38272500,51.805,35,40.24,0,63,0
scene-0057,1532402755198471,1f5b72c0adde458d9b690438798d9446,4a5f4476d3f84d9db6b480b2b0b808df,77.868,228,35.46,0,153,0
scene-0057,1532402755648568,1f5b72c0adde458d9b690438798d9446,49f7e222589548999d2d8f79ebc3f2f3,78.975,153,36.01,0,84,0
scene-0057,1532402755648568,6df3d14fcee644c9a120c153180bb530,76c5d903c21f4d1595f71ba50b10e87e,30.784,153,36.01,0,84,0
scene-0057,1532402755648568,ea700ec9aad74622b4d6bd8ba81dd7cc,5fa5efad1fd5441daa86feb33f4ab049,38.947,234,28.32,0,312,0
scene-0057,1532402755648568,4eb076d1d4cb48d49c954cc2e69f4e70,6202dcaa205e4bc19da5e30b3a6885c2,27.195,228,35.46,0,153,0
scene-0057,1532402755648568,65c1c65c82cb4022ad66955de52ce28e,ffbff981d75345fea4377b723050be96,52.358,63,39.34,0,63,0
scene-0057,1532402756198210,6df3d14fcee644c9a120c153180bb530,59674f17aab246d6ba8998333004e5b7,24.744,84,36.09,0,39,0
scene-0057,1532402756198210,65c1c65c82cb4022ad66955de52ce28e,fc6fddd588b8494195eeba4eec19aeaa,51.874,63,38.78,0,63,0
scene-0057,1532402756198210,ea700ec9aad74622b4d6bd8ba81dd7cc,89f20382a5734f409532673246fbce07,31.76,312,29.39,0,342,0
scene-0057,1532402756198210,1f5b72c0adde458d9b690438798d9446,c1ae97c1c32144a2b3b091817ff379ff,79.047,84,36.09,0,39,0
scene-0057,1532402756698075,6df3d14fcee644c9a120c153180bb530,5791323ebc40476d844abaf14fd3a6b8,19.399,39,35.8,0,89,0
scene-0057,1532402756698075,ea700ec9aad74622b4d6bd8ba81dd7cc,14b10ff3f0424ef8b546b32296b8a246,25.395,342,31.14,0,276,0
scene-0057,1532402756698075,1f5b72c0adde458d9b690438798d9446,eca273dc25d049538a4e7121b8dbfcee,79.807,39,35.8,0,89,0
scene-0057,1532402756698075,65c1c65c82cb4022ad66955de52ce28e,6d367ea78d7a429bab3b4798d55b067e,52.072,63,38.03,0,0,0
scene-0057,1532402757298039,82bb50be335940319818f5c6a13e7666,ab07b5b8871848b29b0a22d74e0e9a96,51.384,234,28.32,0,312,0
scene-0057,1532402757298039,1f5b72c0adde458d9b690438798d9446,8940a01e76bd48d998391bb38e3b51a6,79.657,89,35.13,0,145,0
scene-0057,1532402757298039,65c1c65c82cb4022ad66955de52ce28e,cbb7aabb38f944d3b972d2b5a1165b4a,52.282,0,37.08,0,78,0
scene-0057,1532402757298039,6df3d14fcee644c9a120c153180bb530,5d9128329a1f497caed8ce5e4529f8bd,13.175,89,35.13,0,145,0
scene-0057,1532402757898025,82bb50be335940319818f5c6a13e7666,6a9d2b2f33e5408d8db570bc5b876df6,45.692,312,29.39,0,342,0
scene-0057,1532402757898025,1f5b72c0adde458d9b690438798d9446,dd30e85b632d40deab74388f880b0fd5,79.865,145,34.48,0,232,0
scene-0057,1532402757898025,6df3d14fcee644c9a120c153180bb530,efeca018dd154cecbd7ad188bf13c563,7.444,145,34.48,0,232,0
scene-0057,1532402757898025,65c1c65c82cb4022ad66955de52ce28e,ba06c126dab6439e9a6ff8b9663aae03,52.842,78,35.43,0,58,0
scene-0057,1532402758397906,1f5b72c0adde458d9b690438798d9446,9e94b7507d544c66a4fc526d24a75495,81.2,232,34.56,0,262,0
scene-0057,1532402758397906,65c1c65c82cb4022ad66955de52ce28e,4323e74fc3ba42838ccb7219b4bebf89,54.527,58,34.51,0,0,0
scene-0057,1532402758397906,82bb50be335940319818f5c6a13e7666,bc145c1b2996482aa14778c1c593d78a,41.124,342,31.14,0,276,0
scene-0057,1532402758897765,82bb50be335940319818f5c6a13e7666,2e6413203cd84fc08a86e5ea5d98898d,36.751,276,33.0,0,285,0
scene-0057,1532402758897765,1f5b72c0adde458d9b690438798d9446,535c1f9e120444a883f299e4a83ce45f,82.634,262,35.29,0,208,0
scene-0057,1532402758897765,65c1c65c82cb4022ad66955de52ce28e,c1cead3aacb0438c874b45bc1616a07c,56.312,0,33.61,0,0,2
scene-0057,1532402759447391,1f5b72c0adde458d9b690438798d9446,79a378bfae774c4193a7f7a5e17cde96,83.858,208,36.41,0,189,0
scene-0057,1532402759447391,82bb50be335940319818f5c6a13e7666,0e58d14a9dae4670bf787e015e0194c2,32.399,285,34.36,0,141,0
scene-0057,1532402759447391,65c1c65c82cb4022ad66955de52ce28e,398e40c408c244c49e32646f14a48cb6,57.883,0,31.96,2,0,3
scene-0057,1532402759947274,82bb50be335940319818f5c6a13e7666,332e353260684e98b4923cdb2f957857,28.875,141,35.31,0,48,0
scene-0057,1532402759947274,65c1c65c82cb4022ad66955de52ce28e,b7dc9ade867a4352aa0028a9bc8de119,60.382,0,29.36,3,0,3
scene-0057,1532402759947274,1f5b72c0adde458d9b690438798d9446,7184e75eb4b04ebb87e5bd88de653e59,86.01,189,37.23,0,156,0
scene-0057,1532402760447146,65c1c65c82cb4022ad66955de52ce28e,8f3fcbcbaf744419aaa3e46bc128166a,63.323,0,26.26,3,0,3
scene-0057,1532402760447146,1f5b72c0adde458d9b690438798d9446,00cfdb8b12434ab4a2da7d989631364e,88.608,156,37.85,0,156,0
scene-0058,1532402815547978,2a649b68de8540f69d680526cdacb9ca,ccb5478503d34bc8888ece06146d92c8,42.352,299,46.92,0,254,0
scene-0058,1532402815547978,d6f9a85e3ece41a3bec4902a687ddc01,cecbf9c5a2f14fefa5f2499b936e307a,47.723,299,46.92,0,254,0
scene-0058,1532402815547978,8d84e11678ea4334b9e9fca60a1667e5,b87a535546da4f07821e2dd1dc912d0b,55.015,299,46.92,0,254,0
scene-0058,1532402815547978,1583401e4c59423c88a8810e8be2fec7,ad39a6c800b24d4ea97711c4e3f77767,62.842,299,46.92,0,254,0
scene-0058,1532402816148505,1583401e4c59423c88a8810e8be2fec7,8d703a366f5143a6be6f36eea64732f2,54.808,254,48.32,0,123,0
scene-0058,1532402816148505,8d84e11678ea4334b9e9fca60a1667e5,d49333cbcc0948c686eb7d319f6931de,47.171,254,48.32,0,123,0
scene-0058,1532402816148505,d6f9a85e3ece41a3bec4902a687ddc01,825aae8d7c4c4e9599bec7b3f615f57c,39.711,254,48.32,0,123,0
scene-0058,1532402816148505,2a649b68de8540f69d680526cdacb9ca,c62d258bc0a548fda803a4a97889f9c3,34.369,254,48.32,0,123,0
scene-0058,1532402816648741,d6f9a85e3ece41a3bec4902a687ddc01,66204c53643c4d49896f391892facfde,32.86,123,48.9,0,11,0
scene-0058,1532402816648741,1583401e4c59423c88a8810e8be2fec7,8154e370534f4d6fb7383d8876ab5c94,47.927,123,48.9,0,11,0
scene-0058,1532402816648741,8d84e11678ea4334b9e9fca60a1667e5,dbd237ae9163455880278ead0d4c4c02,39.959,123,48.9,0,11,0
scene-0058,1532402816648741,2a649b68de8540f69d680526cdacb9ca,7b7ce8dba08d43cf81d0bb833fc389ec,27.495,123,48.9,0,11,0
scene-0058,1532402817147696,d6f9a85e3ece41a3bec4902a687ddc01,bb68b58b61764b04a1414337c74e963c,26.091,11,48.41,0,0,0
scene-0058,1532402817147696,1583401e4c59423c88a8810e8be2fec7,fabc0c9497f84910a3fa3981e6ab5d5f,41.109,11,48.41,0,0,0
scene-0058,1532402817147696,8d84e11678ea4334b9e9fca60a1667e5,c5aea300560f4c92af181b559e11ec0b,33.069,11,48.41,0,0,0
scene-0058,1532402817147696,2a649b68de8540f69d680526cdacb9ca,e23d67cb526a482aaf07370954df3106,20.734,11,48.41,0,0,0
scene-0058,1532402817647016,d6f9a85e3ece41a3bec4902a687ddc01,37d81b3fb2b34e15a7aa6a830ddcc4f4,19.508,0,47.18,0,0,0
scene-0058,1532402817647016,2a649b68de8540f69d680526cdacb9ca,5868065a5eb34f5c8d7c4e60a2e55872,14.29,0,47.18,0,0,0
scene-0058,1532402817647016,1583401e4c59423c88a8810e8be2fec7,4cc20554e31e40d4ae047f100ecda3cd,34.435,0,47.18,0,0,0
scene-0058,1532402817647016,8d84e11678ea4334b9e9fca60a1667e5,8023f13544b44f39936c855a8718149a,26.336,0,47.18,0,0,0
scene-0058,1532402818146899,8d84e11678ea4334b9e9fca60a1667e5,87a55c0f9f03487d8f591ef1d3eae76a,19.905,0,45.5,0,0,0
scene-0058,1532402818146899,2a649b68de8540f69d680526cdacb9ca,07dc241289514e66a9ef6b9bfe06f258,8.445,0,45.5,0,0,0
scene-0058,1532402818146899,1583401e4c59423c88a8810e8be2fec7,ce196c8129ae457e80ef2c763b74a850,28.035,0,45.5,0,0,0
scene-0058,1532402818146899,d6f9a85e3ece41a3bec4902a687ddc01,d93db6c326b743c1820ae6aa8d86dffd,13.305,0,45.5,0,0,0
scene-0058,1532402818146899,0891cce7ceb54706ba29338fa9107139,508bfe52f1a34bd8bf31c62c09499b32,72.368,254,48.32,0,123,0
scene-0058,1532402818646231,8d84e11678ea4334b9e9fca60a1667e5,b5295fdef51345ae928797e8f616e9f8,13.815,0,43.71,0,0,0
scene-0058,1532402818646231,1583401e4c59423c88a8810e8be2fec7,91d761992aff4924926310bc9e63cea2,21.912,0,43.71,0,0,0
scene-0058,1532402818646231,d6f9a85e3ece41a3bec4902a687ddc01,e0a9219cdc1b4cdea4482779218ad160,7.755,0,43.71,0,0,0
scene-0058,1532402818646231,0891cce7ceb54706ba29338fa9107139,70b2fac93ee14a65ae1da7a4c783862d,66.839,123,48.9,0,11,0
scene-0058,1532402819146652,8d84e11678ea4334b9e9fca60a1667e5,1eaca80bc2894a0e80472d67f9476c8b,8.304,0,41.94,0,0,0
scene-0058,1532402819146652,de594ab2a6fd4548b55833f278ff2ed7,02016866401e4e259ca8946055d5b80a,59.679,254,48.32,0,123,0
scene-0058,1532402819146652,1583401e4c59423c88a8810e8be2fec7,a4857104ef3d424ab25a6af9ad23f8b7,16.101,0,41.94,0,0,0
scene-0058,1532402819647632,de594ab2a6fd4548b55833f278ff2ed7,fbb497127b53445a85a057b740c38447,53.903,123,48.9,0,11,0
scene-0058,1532402819647632,1583401e4c59423c88a8810e8be2fec7,f22b13e655e94be2ac1460863a695ccf,10.594,0,40.16,0,4,0
scene-0058,1532402820148842,de594ab2a6fd4548b55833f278ff2ed7,a23ef62cb16f422f9abad6334b50d9d7,48.428,11,48.41,0,0,0
scene-0058,1532402820148842,4401d3657cca43fea397272823b5223a,041a7136d28f4f81b36b04ec2284a152,89.902,254,48.32,0,123,0
scene-0058,1532402820647953,de594ab2a6fd4548b55833f278ff2ed7,b0a5f5b21d574c93b7460dc9407e1aba,43.173,0,47.18,0,0,0
scene-0058,1532402820647953,4401d3657cca43fea397272823b5223a,ec731049376b43b8816fa5c82cb26d94,84.74,123,48.9,0,11,0
scene-0058,1532402821147814,de594ab2a6fd4548b55833f278ff2ed7,21cee74613ff4a7e8820dcfa1a56f128,37.999,0,45.5,0,0,0
scene-0058,1532402821147814,75c0567b2c4e4af899f151aec639125c,2f821fb2404e468090cd455df08a376b,38.452,254,48.32,0,123,0
scene-0058,1532402821147814,4401d3657cca43fea397272823b5223a,44744d3510414031b9a2512128cb652f,79.651,11,48.41,0,0,0
scene-0058,1532402821648231,4401d3657cca43fea397272823b5223a,36eca68ec6f645c2947c82d1ac2e93f8,74.696,0,47.18,0,0,0
scene-0058,1532402821648231,de594ab2a6fd4548b55833f278ff2ed7,923129391efb40cbb9dc2454bb0d62d3,32.963,0,43.71,0,0,0
scene-0058,1532402821648231,75c0567b2c4e4af899f151aec639125c,532191f624af43528a8675c67fa0d1c2,33.404,123,48.9,0,11,0
scene-0058,1532402821648231,648502c5aec244eeb801f677fce6a6c1,84576b3dfefa4169b0f4d70fed10f5ab,40.258,254,48.32,0,123,0
scene-0058,1532402822148132,648502c5aec244eeb801f677fce6a6c1,2439f4ca314d41209e3141c99fb8be83,35.119,123,48.9,0,11,0
scene-0058,1532402822148132,d4e198b5294d496bb4e509a70ce002fd,4f074a4eab57428ab7e649e3765f7d84,45.865,254,48.32,0,123,0
scene-0058,1532402822148132,e48caecdfbdd4b5788251194b4583e6f,ff6074212ac64fec97fa518a09597718,70.652,254,48.32,0,123,0
scene-0058,1532402822148132,75c0567b2c4e4af899f151aec639125c,94578291549a47aaa1e2e151b637fca2,28.512,11,48.41,0,0,0
scene-0058,1532402822148132,de594ab2a6fd4548b55833f278ff2ed7,89ea5c7efea04b3bb601886f001bf1b2,28.082,0,41.94,0,0,0
scene-0058,1532402822148132,4401d3657cca43fea397272823b5223a,5685527b606145198bb97e78d0777fdd,69.892,0,45.5,0,0,0
scene-0058,1532402822548460,4401d3657cca43fea397272823b5223a,4b7cc433aa964922a6c6e63c8b7c8ca4,66.203,0,43.71,0,0,0
scene-0058,1532402822548460,e48caecdfbdd4b5788251194b4583e6f,655ee56adb8d4dd4b9833d0365735d27,67.101,123,48.9,0,11,0
scene-0058,1532402822548460,d4e198b5294d496bb4e509a70ce002fd,3044b2e55adc4080bdef193c3ded5b06,37.687,123,48.9,0,11,0
scene-0058,1532402822548460,648502c5aec244eeb801f677fce6a6c1,a1e73c6ff92d473fbc4bd024606afbbb,31.094,11,48.41,0,0,0
scene-0058,1532402822548460,5adea9c94b964fe085851ec957b0c2fd,23dcddd4edae41c2ba945ada505bc814,79.033,254,48.32,0,123,0
scene-0058,1532402822548460,de594ab2a6fd4548b55833f278ff2ed7,089c283ffffa47259f3610fbabbc77bb,24.325,0,40.16,0,4,0
scene-0058,1532402822548460,75c0567b2c4e4af899f151aec639125c,75ef84b1aa9d4fa896dab8b75c4e23ca,24.746,0,47.18,0,0,0
scene-0058,1532402823048336,5adea9c94b964fe085851ec957b0c2fd,2711f0477cb14ac799a1f0b40083e90b,75.053,123,48.9,0,11,0
scene-0058,1532402823048336,d4e198b5294d496bb4e509a70ce002fd,e0819b4fef354fa0bc001a6e99cafca9,28.18,11,48.41,0,0,0
scene-0058,1532402823048336,e48caecdfbdd4b5788251194b4583e6f,28c99516d85247f1af42bb622e1da4c1,62.947,11,48.41,0,0,0
scene-0058,1532402823048336,648502c5aec244eeb801f677fce6a6c1,dd677a59a8dc441180ed49202363ced8,26.399,0,47.18,0,0,0
scene-0058,1532402823048336,dbd2ecf380e441c1b3ef256f0118edee,60d6bf83f28e499c98637b582184b4ff,58.799,254,48.32,0,123,0
scene-0058,1532402823048336,8323d3eebc504ee99edd55f4b6f2e213,f7b641d84a734fcfaa676a34c9c5692a,67.489,254,48.32,0,123,0
scene-0058,1532402823048336,de594ab2a6fd4548b55833f278ff2ed7,5c0afb74f7fd428fbabd8ba521599ebd,19.903,4,38.39,0,115,0
scene-0058,1532402823048336,75c0567b2c4e4af899f151aec639125c,f4d6c01c0e0f4e85b30a7ecbec4b82f3,20.317,0,45.5,0,0,0
scene-0058,1532402823048336,4401d3657cca43fea397272823b5223a,84076d16d02b4442a7347869d03c54ce,61.833,0,41.94,0,0,0
scene-0058,1532402823548206,75c0567b2c4e4af899f151aec639125c,40a0053c1b4742d8be02aebc966036b1,16.194,0,43.71,0,0,0
scene-0058,1532402823548206,5adea9c94b964fe085851ec957b0c2fd,c700e0ce55994836b3ec699703a18c5f,71.269,11,48.41,0,0,0
scene-0058,1532402823548206,8323d3eebc504ee99edd55f4b6f2e213,d082b2c1e08c4c43932666bd32f61c3a,63.477,123,48.9,0,11,0
scene-0058,1532402823548206,de594ab2a6fd4548b55833f278ff2ed7,6e034130f1fc4c229266c18ca75b7db0,15.686,115,37.26,0,60,0
scene-0058,1532402823548206,dbd2ecf380e441c1b3ef256f0118edee,87c32205cda648c883f4763b7cd55eee,49.958,123,48.9,0,11,0
scene-0058,1532402823548206,4401d3657cca43fea397272823b5223a,b8f0ae3df5c74b2287d804801c550c73,57.624,0,40.16,0,4,0
scene-0058,1532402823548206,e48caecdfbdd4b5788251194b4583e6f,93ecaf52e02c43bb9c66200fb7a385b6,58.995,0,47.18,0,0,0
scene-0058,1532402823548206,648502c5aec244eeb801f677fce6a6c1,02d1325ab08346b897fafab5c9562ea2,22.209,0,45.5,0,0,0
scene-0058,1532402824048141,4401d3657cca43fea397272823b5223a,79c53c5e84e341608bb1a2dfa1de87e0,53.678,4,38.39,0,115,0
scene-0058,1532402824048141,8323d3eebc504ee99edd55f4b6f2e213,88ac9732fc4b4562a34e6f1688010353,59.739,11,48.41,0,0,0
scene-0058,1532402824048141,648502c5aec244eeb801f677fce6a6c1,a2db5a0f8d6441b484a70bc939e6cd93,18.327,0,43.71,0,0,0
scene-0058,1532402824048141,5adea9c94b964fe085851ec957b0c2fd,5246e00022504b518e51984a0eaacace,67.768,0,47.18,0,0,0
scene-0058,1532402824048141,de594ab2a6fd4548b55833f278ff2ed7,019c7009bff549caaec9abc1f15a3221,11.814,60,36.67,0,0,0
scene-0058,1532402824048141,75c0567b2c4e4af899f151aec639125c,ab20ab8164c3484f8d476aea2f9d2fb1,12.433,0,41.94,0,0,0
scene-0058,1532402824048141,e48caecdfbdd4b5788251194b4583e6f,215f85b746d24905bfad4dc23e1b1833,55.286,0,45.5,0,0,0
scene-0058,1532402824048141,be1609afd22b49858a8c7fe602d7f9ab,6958dbf9a9214657862ea71798330985,64.029,254,48.32,0,123,0
scene-0058,1532402824048141,32dfd5d9c8e346e78d20e96f8eccb71f,ee34254b44be4a9e9aba34cfa7c46250,49.576,254,48.32,0,123,0
scene-0058,1532402824048141,dbd2ecf380e441c1b3ef256f0118edee,fb06bc81b9ab405a98b8f706f74c6b0a,44.142,11,48.41,0,0,0
