,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake,futur_speed
23011,scene-0194,1533107756397072,1533107756914029,ed77c0e17186414c97aa3bf4ea3ea162,20d223f54b4a4282921443d03cb86706,"[521.924, 1412.662, 0.0]","[510.834, 1382.321, 0.134]",32.305,-12.6,22.39,0,0,0,1,21.84
23024,scene-0194,1533107756897496,1533107757413853,ed77c0e17186414c97aa3bf4ea3ea162,4ade326e3cac457099bb4334f09997d4,"[521.014, 1409.632, 0.0]","[510.566, 1380.651, 0.133]",30.807,-13.2,21.84,0,1,0,0,20.69
23025,scene-0194,1533107757397359,1533107757914464,ed77c0e17186414c97aa3bf4ea3ea162,043d42facf3b417d9eb7405003e56285,"[520.05, 1406.625, 0.0]","[510.393, 1379.52, 0.133]",28.774,-13.7,20.69,0,0,0,0,19.13
23035,scene-0194,1533107757947571,1533107758414191,ed77c0e17186414c97aa3bf4ea3ea162,015f648a9fec493797b2734cdc9d3fde,"[518.988, 1403.481, 0.0]","[510.326, 1378.717, 0.182]",26.236,-13.7,19.13,0,0,0,0,17.62
23047,scene-0194,1533107758448026,1533107758913998,ed77c0e17186414c97aa3bf4ea3ea162,6c2e6fb4c33f4849a1db1825f4ec69ea,"[518.03, 1400.815, 0.0]","[510.289, 1378.344, 0.231]",23.768,-13.3,17.62,0,0,0,0,15.97
23052,scene-0194,1533107758947859,1533107759414304,ed77c0e17186414c97aa3bf4ea3ea162,6bc4d8edf0fc43de94002b0e1a365baa,"[517.126, 1398.436, 0.0]","[510.276, 1378.167, 0.306]",21.397,-8.1,15.97,0,0,0,0,14.55
23058,scene-0194,1533107759447738,1533107759913960,ed77c0e17186414c97aa3bf4ea3ea162,2d86978abc9347ecaed32355e2eed92b,"[516.281, 1396.244, 0.0]","[510.291, 1377.987, 0.38]",19.219,-8.3,14.55,0,0,0,0,12.93
23065,scene-0194,1533107759948171,1533107760414146,ed77c0e17186414c97aa3bf4ea3ea162,6b9b0f745ac643ed8ebc1c803d538012,"[515.491, 1394.28, 0.0]","[510.225, 1377.815, 0.379]",17.291,-8.3,12.93,0,0,0,0,11.38
23072,scene-0194,1533107760448079,1533107760914551,ed77c0e17186414c97aa3bf4ea3ea162,736287a4799c4a9bbab82d922b14039f,"[514.777, 1392.526, 0.0]","[510.256, 1377.409, 0.479]",15.786,-8.0,11.38,0,0,0,1,10.05
23083,scene-0194,1533107760947949,1533107761413970,ed77c0e17186414c97aa3bf4ea3ea162,38b1eba8fb644fd2bf7019efd5f6f0b1,"[514.145, 1391.009, 0.0]","[510.214, 1376.999, 0.472]",14.559000000000001,-7.6,10.05,0,1,0,5,8.75
23090,scene-0194,1533107761447798,1533107761913821,ed77c0e17186414c97aa3bf4ea3ea162,c0dae81657d14522a2818cddeb93b445,"[513.569, 1389.644, 0.0]","[510.199, 1376.587, 0.516]",13.495,-3.4,8.75,0,5,0,8,7.25
23092,scene-0194,1533107761946565,1533107762414147,ed77c0e17186414c97aa3bf4ea3ea162,e8f194438e534f1795aee882bde3597a,"[513.077, 1388.486, 0.0]","[510.2, 1376.149, 0.567]",12.681,16.5,7.25,0,8,0,5,6.23
23099,scene-0194,1533107762446448,1533107762914211,ed77c0e17186414c97aa3bf4ea3ea162,1cd77ff6d2944ff0ac8e6b80a8b0b0e3,"[512.636, 1387.461, 0.0]","[510.246, 1375.703, 0.598]",12.014000000000001,54.1,6.23,0,5,0,6,5.62
23106,scene-0194,1533107762946873,1533107763414446,ed77c0e17186414c97aa3bf4ea3ea162,ec0223e3c98b452f98e4d12ca94adf2f,"[512.306, 1386.668, 0.0]","[510.309, 1375.519, 0.625]",11.344000000000001,87.6,5.62,0,6,0,7,4.6
23115,scene-0194,1533107763447304,1533107763914179,ed77c0e17186414c97aa3bf4ea3ea162,62ca59cd120d402992099668fb98744f,"[512.007, 1385.906, 0.0]","[510.332, 1375.151, 0.625]",10.902999999999999,118.9,4.6,0,7,0,3,3.64
23120,scene-0194,1533107763946631,1533107764414188,ed77c0e17186414c97aa3bf4ea3ea162,e477bc7b54c4444b90c8051926995205,"[511.767, 1385.23, 0.0]","[510.4, 1374.499, 0.625]",10.835999999999999,133.5,3.64,0,3,0,1,3.45
23125,scene-0194,1533107764447062,1533107764914379,ed77c0e17186414c97aa3bf4ea3ea162,3eeb4b207a4e4e70b1de65a48f2f94bd,"[511.615, 1384.749, 0.0]","[510.484, 1373.639, 0.691]",11.189,131.1,3.45,0,1,0,0,3.77
23129,scene-0194,1533107764947502,1533107765413817,ed77c0e17186414c97aa3bf4ea3ea162,c6bd1fb6634f4275ae82a6ed59c05cfd,"[511.5, 1384.338, 0.0]","[510.918, 1372.333, 0.625]",12.035,128.5,3.77,0,0,0,0,4.14
23131,scene-0194,1533107765446258,1533107765914550,ed77c0e17186414c97aa3bf4ea3ea162,8288931e20af40abbdd0b640c15549de,"[511.378, 1383.865, 0.0]","[511.66, 1371.039, 0.619]",12.844000000000001,155.1,4.14,0,0,0,1,4.51
23136,scene-0194,1533107765945593,1533107766414180,ed77c0e17186414c97aa3bf4ea3ea162,6d59ca191ce24cd78ec17eb8509e90b1,"[511.261, 1383.34, 0.0]","[512.868, 1369.364, 0.542]",14.078,151.8,4.51,0,1,0,5,4.4
23140,scene-0194,1533107766445456,1533107766914652,ed77c0e17186414c97aa3bf4ea3ea162,b170c7c206a84e159d81ad617b67991f,"[511.155, 1382.754, 0.0]","[514.568, 1367.75, 0.447]",15.394,143.8,4.4,0,5,0,12,3.49
23145,scene-0194,1533107766946438,1533107767413914,ed77c0e17186414c97aa3bf4ea3ea162,7118482a3e3640648babd8b3f51717aa,"[511.062, 1382.082, 0.0]","[516.528, 1366.427, 0.418]",16.587,143.6,3.49,0,12,0,13,1.69
23149,scene-0194,1533107767447413,1533107767914228,ed77c0e17186414c97aa3bf4ea3ea162,5c8ab1cd49b14c26a785bbf5fde2c373,"[511.004, 1381.514, 0.0]","[518.73, 1365.294, 0.405]",17.971,143.7,1.69,0,13,0,6,0.0
