,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake,futur_speed,distance_1,ego_speed_1,d_diff_1,s_diff_1,distance_2,ego_speed_2,d_diff_2,s_diff_2,distance_3,ego_speed_3,d_diff_3,s_diff_3,distance_4,ego_speed_4,d_diff_4,s_diff_4,distance_5,ego_speed_5,d_diff_5,s_diff_5
3533,scene-0015,1531885425949605,1531885426383802,fdf400507c2445d79f409033d63e9cd4,7ec3e36ba3a3486faf5937744fda19f7,"[986.719, 974.204, 0.0]","[988.877, 999.52, 1.372]",25.445,-25.0,15.42,0,0,0,0,15.0,99.0,15.42,-73.555,0.0,99.0,15.82,-73.555,-0.40000000000000036,25.89,15.82,-0.4450000000000003,-0.40000000000000036,99.0,16.38,-73.555,-0.9599999999999991,25.9,16.38,-0.4549999999999983,-0.9599999999999991
3535,scene-0015,1531885426450060,1531885426883898,vehicle_info,07ccc9049a724e91b13610e0f849a705,"[986.746, 976.389, 0.0]","[986.746, 976.389, 0.0]",99.0,-24.0,15.0,0,0,0,0,14.55,25.445,15.42,73.555,-0.41999999999999993,99.0,15.42,0.0,-0.41999999999999993,99.0,15.82,0.0,-0.8200000000000003,25.89,15.82,73.11,-0.8200000000000003,99.0,16.38,0.0,-1.379999999999999
3537,scene-0015,1531885426450060,1531885426883898,fdf400507c2445d79f409033d63e9cd4,4ffba041e91743c9bb0b59a68b28022e,"[986.746, 976.389, 0.0]","[989.172, 1001.821, 1.36]",25.584,-24.0,15.0,0,0,0,0,14.55,99.0,15.0,-73.416,0.0,25.445,15.42,0.13899999999999935,-0.41999999999999993,99.0,15.42,-73.416,-0.41999999999999993,99.0,15.82,-73.416,-0.8200000000000003,25.89,15.82,-0.30600000000000094,-0.8200000000000003
3539,scene-0015,1531885426900142,1531885427383142,vehicle_info,985f2f38301745b7ae7ef88ad9de59ca,"[986.816, 978.302, 0.0]","[986.816, 978.302, 0.0]",99.0,-20.0,14.55,0,0,22,0,14.09,25.584,15.0,73.416,-0.4499999999999993,99.0,15.0,0.0,-0.4499999999999993,25.445,15.42,73.555,-0.8699999999999992,99.0,15.42,0.0,-0.8699999999999992,99.0,15.82,0.0,-1.2699999999999996
3540,scene-0015,1531885426900142,1531885427383142,fdf400507c2445d79f409033d63e9cd4,35af42664e1541ae9513ceb9c2171a6d,"[986.816, 978.302, 0.0]","[989.466, 1004.121, 1.349]",25.989,-20.0,14.55,0,0,22,0,14.09,99.0,14.55,-73.011,0.0,25.584,15.0,0.40500000000000114,-0.4499999999999993,99.0,15.0,-73.011,-0.4499999999999993,25.445,15.42,0.5440000000000005,-0.8699999999999992,99.0,15.42,-73.011,-0.8699999999999992
3541,scene-0015,1531885427449267,1531885427883834,vehicle_info,2945e6bfeea7425c8adf44f3225122d3,"[986.952, 980.572, 0.0]","[986.952, 980.572, 0.0]",99.0,-17.4,14.09,22,0,102,0,14.17,25.989,14.55,73.011,-0.46000000000000085,99.0,14.55,0.0,-0.46000000000000085,25.584,15.0,73.416,-0.9100000000000001,99.0,15.0,0.0,-0.9100000000000001,25.445,15.42,73.555,-1.33
3542,scene-0015,1531885427449267,1531885427883834,fdf400507c2445d79f409033d63e9cd4,22c1fabf80594d2d90d72f301d4e6589,"[986.952, 980.572, 0.0]","[989.761, 1006.421, 1.337]",26.035999999999998,-17.4,14.09,22,0,102,0,14.17,99.0,14.09,-72.964,0.0,25.989,14.55,0.046999999999997044,-0.46000000000000085,99.0,14.55,-72.964,-0.46000000000000085,25.584,15.0,0.4519999999999982,-0.9100000000000001,99.0,15.0,-72.964,-0.9100000000000001
3545,scene-0015,1531885427948562,1531885428383473,vehicle_info,b95702eac8684e80ab65303126cc1e58,"[987.108, 982.559, 0.0]","[987.108, 982.559, 0.0]",99.0,-14.3,14.17,102,0,102,0,15.03,26.035999999999998,14.09,72.964,0.08000000000000007,99.0,14.09,0.0,0.08000000000000007,25.989,14.55,73.011,-0.3800000000000008,99.0,14.55,0.0,-0.3800000000000008,25.584,15.0,73.416,-0.8300000000000001
3546,scene-0015,1531885427948562,1531885428383473,fdf400507c2445d79f409033d63e9cd4,3c06fba7e45f4e30a7821b0f7f76a826,"[987.108, 982.559, 0.0]","[990.055, 1008.722, 1.325]",26.361,-14.3,14.17,102,0,102,0,15.03,99.0,14.17,-72.639,0.0,26.035999999999998,14.09,0.32500000000000284,0.08000000000000007,99.0,14.09,-72.639,0.08000000000000007,25.989,14.55,0.3719999999999999,-0.3800000000000008,99.0,14.55,-72.639,-0.3800000000000008
3548,scene-0015,1531885428448451,1531885428883978,fdf400507c2445d79f409033d63e9cd4,7eadf4a8861a48f88571f82ed8f9ef4d,"[987.293, 984.505, 0.0]","[990.349, 1011.022, 1.314]",26.725,-9.6,15.03,102,0,102,0,16.08,26.361,14.17,0.36400000000000077,0.8599999999999994,99.0,14.17,-72.275,0.8599999999999994,26.035999999999998,14.09,0.6890000000000036,0.9399999999999995,99.0,14.09,-72.275,0.9399999999999995,25.989,14.55,0.7360000000000007,0.47999999999999865
3549,scene-0015,1531885428448451,1531885428883978,vehicle_info,1e43672fe86540b78402473300ca4c8f,"[987.293, 984.505, 0.0]","[987.293, 984.505, 0.0]",99.0,-9.6,15.03,102,0,102,0,16.08,26.725,15.03,72.275,0.0,26.361,14.17,72.639,0.8599999999999994,99.0,14.17,0.0,0.8599999999999994,26.035999999999998,14.09,72.964,0.9399999999999995,99.0,14.09,0.0,0.9399999999999995
3550,scene-0015,1531885428947755,1531885429383144,fdf400507c2445d79f409033d63e9cd4,d083654bab8c431b9a61e2fe71c74aba,"[987.509, 986.534, 0.0]","[990.703, 1013.784, 1.324]",27.469,0.3,16.08,102,0,105,0,17.15,99.0,15.03,-71.531,1.049999999999999,26.725,15.03,0.7439999999999998,1.049999999999999,26.361,14.17,1.1080000000000005,1.9099999999999984,99.0,14.17,-71.531,1.9099999999999984,26.035999999999998,14.09,1.4330000000000034,1.9899999999999984
3552,scene-0015,1531885428947755,1531885429383144,vehicle_info,2c63d07c2c0345539a1839bfcab22579,"[987.509, 986.534, 0.0]","[987.509, 986.534, 0.0]",99.0,0.3,16.08,102,0,105,0,17.15,27.469,16.08,71.531,0.0,99.0,15.03,0.0,1.049999999999999,26.725,15.03,72.275,1.049999999999999,26.361,14.17,72.639,1.9099999999999984,99.0,14.17,0.0,1.9099999999999984
3554,scene-0015,1531885429447628,1531885429883471,vehicle_info,d6b547f2d5ef4f969280b550bd9ac3fb,"[987.762, 988.764, 0.0]","[987.762, 988.764, 0.0]",99.0,3.0,17.15,105,0,112,0,18.06,99.0,16.08,0.0,1.0700000000000003,27.469,16.08,71.531,1.0700000000000003,99.0,15.03,0.0,2.119999999999999,26.725,15.03,72.275,2.119999999999999,26.361,14.17,72.639,2.9799999999999986
3555,scene-0015,1531885429447628,1531885429883471,fdf400507c2445d79f409033d63e9cd4,997ffd84d0054725ae5e96944a0e719a,"[987.762, 988.764, 0.0]","[991.057, 1016.546, 1.334]",28.008000000000003,3.0,17.15,105,0,112,0,18.06,99.0,17.15,-70.99199999999999,0.0,99.0,16.08,-70.99199999999999,1.0700000000000003,27.469,16.08,0.5390000000000015,1.0700000000000003,99.0,15.03,-70.99199999999999,2.119999999999999,26.725,15.03,1.2830000000000013,2.119999999999999
3556,scene-0015,1531885429948064,1531885430383236,fdf400507c2445d79f409033d63e9cd4,7f42969f288b4f71875db1f3200ab43c,"[988.037, 991.117, 0.0]","[991.411, 1019.308, 1.345]",28.424,2.7,18.06,112,0,21,0,19.03,28.008000000000003,17.15,0.4159999999999968,0.9100000000000001,99.0,17.15,-70.576,0.9100000000000001,99.0,16.08,-70.576,1.9800000000000004,27.469,16.08,0.9549999999999983,1.9800000000000004,99.0,15.03,-70.576,3.0299999999999994
3557,scene-0015,1531885429948064,1531885430383236,vehicle_info,e50376703d6c4e6b870d6a2d7eda3402,"[988.037, 991.117, 0.0]","[988.037, 991.117, 0.0]",99.0,2.7,18.06,112,0,21,0,19.03,28.424,18.06,70.576,0.0,28.008000000000003,17.15,70.99199999999999,0.9100000000000001,99.0,17.15,0.0,0.9100000000000001,99.0,16.08,0.0,1.9800000000000004,27.469,16.08,71.531,1.9800000000000004
3559,scene-0015,1531885430448496,1531885430883647,vehicle_info,77558d8e009b490382605c12b7fe8d9e,"[988.32, 993.632, 0.0]","[988.32, 993.632, 0.0]",99.0,-2.3,19.03,21,0,0,0,19.38,99.0,18.06,0.0,0.9700000000000024,28.424,18.06,70.576,0.9700000000000024,28.008000000000003,17.15,70.99199999999999,1.8800000000000026,99.0,17.15,0.0,1.8800000000000026,99.0,16.08,0.0,2.950000000000003
3560,scene-0015,1531885430448496,1531885430883647,fdf400507c2445d79f409033d63e9cd4,af2768f774d5461489f5b0f11d060a63,"[988.32, 993.632, 0.0]","[991.765, 1022.07, 1.355]",28.678,-2.3,19.03,21,0,0,0,19.38,99.0,19.03,-70.322,0.0,99.0,18.06,-70.322,0.9700000000000024,28.424,18.06,0.25400000000000134,0.9700000000000024,28.008000000000003,17.15,0.6699999999999982,1.8800000000000026,99.0,17.15,-70.322,1.8800000000000026
3563,scene-0015,1531885430948365,1531885431383220,vehicle_info,45d1cc714d2a4e57af1dc4683beb2bac,"[988.624, 996.328, 0.0]","[988.624, 996.328, 0.0]",99.0,-2.7,19.38,0,0,0,0,19.3,28.678,19.03,70.322,0.34999999999999787,99.0,19.03,0.0,0.34999999999999787,99.0,18.06,0.0,1.3200000000000003,28.424,18.06,70.576,1.3200000000000003,28.008000000000003,17.15,70.99199999999999,2.2300000000000004
3564,scene-0015,1531885430948365,1531885431383220,fdf400507c2445d79f409033d63e9cd4,fcf9b139597549e9aeb13e9237494294,"[988.624, 996.328, 0.0]","[992.119, 1024.831, 1.365]",28.749000000000002,-2.7,19.38,0,0,0,0,19.3,99.0,19.38,-70.251,0.0,28.678,19.03,0.0710000000000015,0.34999999999999787,99.0,19.03,-70.251,0.34999999999999787,99.0,18.06,-70.251,1.3200000000000003,28.424,18.06,0.32500000000000284,1.3200000000000003
3566,scene-0015,1531885431448278,1531885431883841,fdf400507c2445d79f409033d63e9cd4,8f6cd433fabd4753aab29b98a71c9fea,"[988.932, 999.003, 0.0]","[992.442, 1027.347, 1.376]",28.594,0.5,19.3,0,0,0,0,19.03,28.749000000000002,19.38,-0.15500000000000114,-0.0799999999999983,99.0,19.38,-70.406,-0.0799999999999983,28.678,19.03,-0.08399999999999963,0.2699999999999996,99.0,19.03,-70.406,0.2699999999999996,99.0,18.06,-70.406,1.240000000000002
3567,scene-0015,1531885431448278,1531885431883841,vehicle_info,c9b7e76f90594a84b5a4ea6750912d02,"[988.932, 999.003, 0.0]","[988.932, 999.003, 0.0]",99.0,0.5,19.3,0,0,0,0,19.03,28.594,19.3,70.406,0.0,28.749000000000002,19.38,70.251,-0.0799999999999983,99.0,19.38,0.0,-0.0799999999999983,28.678,19.03,70.322,0.2699999999999996,99.0,19.03,0.0,0.2699999999999996
3569,scene-0015,1531885431948115,1531885432383539,fdf400507c2445d79f409033d63e9cd4,39ca8189bfba4c2f8ea0b5da54a96c5d,"[989.262, 1001.735, 0.0]","[992.765, 1029.862, 1.386]",28.378,2.4,19.03,0,0,0,0,18.63,99.0,19.3,-70.622,-0.2699999999999996,28.594,19.3,-0.21600000000000108,-0.2699999999999996,28.749000000000002,19.38,-0.3710000000000022,-0.34999999999999787,99.0,19.38,-70.622,-0.34999999999999787,28.678,19.03,-0.3000000000000007,0.0
3571,scene-0015,1531885431948115,1531885432383539,vehicle_info,9a59cb6d9027481b9d5602bce9c76b4f,"[989.262, 1001.735, 0.0]","[989.262, 1001.735, 0.0]",99.0,2.4,19.03,0,0,0,0,18.63,28.378,19.03,70.622,0.0,99.0,19.3,0.0,-0.2699999999999996,28.594,19.3,70.406,-0.2699999999999996,28.749000000000002,19.38,70.251,-0.34999999999999787,99.0,19.38,0.0,-0.34999999999999787
3574,scene-0015,1531885432448556,1531885432882926,vehicle_info,c403e0d3bccd4588b18fb4d6f1bb7eab,"[989.58, 1004.442, 0.0]","[989.58, 1004.442, 0.0]",99.0,-0.2,18.63,0,0,0,0,18.11,99.0,19.03,0.0,-0.40000000000000213,28.378,19.03,70.622,-0.40000000000000213,99.0,19.3,0.0,-0.6700000000000017,28.594,19.3,70.406,-0.6700000000000017,28.749000000000002,19.38,70.251,-0.75
3575,scene-0015,1531885432448556,1531885432882926,fdf400507c2445d79f409033d63e9cd4,46ca021b9ef04396b036ddfb29fa9ca7,"[989.58, 1004.442, 0.0]","[993.088, 1032.378, 1.397]",28.19,-0.2,18.63,0,0,0,0,18.11,99.0,18.63,-70.81,0.0,99.0,19.03,-70.81,-0.40000000000000213,28.378,19.03,-0.18799999999999883,-0.40000000000000213,99.0,19.3,-70.81,-0.6700000000000017,28.594,19.3,-0.4039999999999999,-0.6700000000000017
3576,scene-0015,1531885432949008,1531885433383180,vehicle_info,a26a43f97a8649548eea5dbaafe5de72,"[989.885, 1007.058, 0.0]","[989.885, 1007.058, 0.0]",99.0,-5.3,18.11,0,0,0,0,17.62,28.19,18.63,70.81,-0.5199999999999996,99.0,18.63,0.0,-0.5199999999999996,99.0,19.03,0.0,-0.9200000000000017,28.378,19.03,70.622,-0.9200000000000017,99.0,19.3,0.0,-1.1900000000000013
3577,scene-0015,1531885432949008,1531885433383180,fdf400507c2445d79f409033d63e9cd4,65241efe25d14994ba1b43dbd92e7cb1,"[989.885, 1007.058, 0.0]","[993.411, 1034.893, 1.407]",28.092,-5.3,18.11,0,0,0,0,17.62,99.0,18.11,-70.908,0.0,28.19,18.63,-0.09800000000000253,-0.5199999999999996,99.0,18.63,-70.908,-0.5199999999999996,99.0,19.03,-70.908,-0.9200000000000017,28.378,19.03,-0.28600000000000136,-0.9200000000000017
3580,scene-0015,1531885433448849,1531885433883194,vehicle_info,cf753561271b4c40bef93a35bb0cf13f,"[990.174, 1009.601, 0.0]","[990.174, 1009.601, 0.0]",99.0,-10.5,17.62,0,0,0,0,17.08,28.092,18.11,70.908,-0.48999999999999844,99.0,18.11,0.0,-0.48999999999999844,28.19,18.63,70.81,-1.009999999999998,99.0,18.63,0.0,-1.009999999999998,99.0,19.03,0.0,-1.4100000000000001
3583,scene-0015,1531885433448849,1531885433883194,fdf400507c2445d79f409033d63e9cd4,5f0ff09c59974007b82efd8ce4e6e517,"[990.174, 1009.601, 0.0]","[993.734, 1037.409, 1.417]",28.070999999999998,-10.5,17.62,0,0,0,0,17.08,99.0,17.62,-70.929,0.0,28.092,18.11,-0.021000000000000796,-0.48999999999999844,99.0,18.11,-70.929,-0.48999999999999844,28.19,18.63,-0.11900000000000333,-1.009999999999998,99.0,18.63,-70.929,-1.009999999999998
3584,scene-0015,1531885433949284,1531885434383359,fdf400507c2445d79f409033d63e9cd4,40d33405194b4d22a8c37c5d71a3733a,"[990.475, 1012.093, 0.0]","[994.058, 1039.924, 1.428]",28.096999999999998,-6.5,17.08,0,0,76,0,16.67,28.070999999999998,17.62,0.0259999999999998,-0.5400000000000027,99.0,17.62,-70.903,-0.5400000000000027,28.092,18.11,0.004999999999999005,-1.0300000000000011,99.0,18.11,-70.903,-1.0300000000000011,28.19,18.63,-0.09300000000000352,-1.5500000000000007
3586,scene-0015,1531885433949284,1531885434383359,vehicle_info,948b555d974b45e087b3d746a4cdf677,"[990.475, 1012.093, 0.0]","[990.475, 1012.093, 0.0]",99.0,-6.5,17.08,0,0,76,0,16.67,28.096999999999998,17.08,70.903,0.0,28.070999999999998,17.62,70.929,-0.5400000000000027,99.0,17.62,0.0,-0.5400000000000027,28.092,18.11,70.908,-1.0300000000000011,99.0,18.11,0.0,-1.0300000000000011
3589,scene-0015,1531885434398859,1531885434883155,vehicle_info,42605be925b84bbe97cf884d850c6a1c,"[990.752, 1014.213, 0.0]","[990.752, 1014.213, 0.0]",99.0,-0.7,16.67,76,0,0,0,16.92,99.0,17.08,0.0,-0.4099999999999966,28.096999999999998,17.08,70.903,-0.4099999999999966,28.070999999999998,17.62,70.929,-0.9499999999999993,99.0,17.62,0.0,-0.9499999999999993,28.092,18.11,70.908,-1.4399999999999977
3591,scene-0015,1531885434398859,1531885434883155,fdf400507c2445d79f409033d63e9cd4,54be4601ec2d4578aaceac61f5b971c3,"[990.752, 1014.213, 0.0]","[994.362, 1042.371, 1.413]",28.423000000000002,-0.7,16.67,76,0,0,0,16.92,99.0,16.67,-70.577,0.0,99.0,17.08,-70.577,-0.4099999999999966,28.096999999999998,17.08,0.32600000000000406,-0.4099999999999966,28.070999999999998,17.62,0.35200000000000387,-0.9499999999999993,99.0,17.62,-70.577,-0.9499999999999993
3594,scene-0015,1531885434899262,1531885435383823,fdf400507c2445d79f409033d63e9cd4,e14bd1512d5f48bcab478a9fd9ba288c,"[991.076, 1016.538, 0.0]","[994.667, 1044.818, 1.399]",28.541,1.9,16.92,0,0,0,0,17.09,28.423000000000002,16.67,0.11799999999999855,0.25,99.0,16.67,-70.459,0.25,99.0,17.08,-70.459,-0.1599999999999966,28.096999999999998,17.08,0.4440000000000026,-0.1599999999999966,28.070999999999998,17.62,0.4700000000000024,-0.6999999999999993
3595,scene-0015,1531885434899262,1531885435383823,vehicle_info,35f8b51f153146108250e5c48d0b8026,"[991.076, 1016.538, 0.0]","[991.076, 1016.538, 0.0]",99.0,1.9,16.92,0,0,0,0,17.09,28.541,16.92,70.459,0.0,28.423000000000002,16.67,70.577,0.25,99.0,16.67,0.0,0.25,99.0,17.08,0.0,-0.1599999999999966,28.096999999999998,17.08,70.903,-0.1599999999999966
3599,scene-0015,1531885435399144,1531885435882940,vehicle_info,54f76e2010ea4ac5a9b9f354ad28612c,"[991.394, 1018.881, 0.0]","[991.394, 1018.881, 0.0]",99.0,4.7,17.09,0,0,0,1,16.83,99.0,16.92,0.0,0.16999999999999815,28.541,16.92,70.459,0.16999999999999815,28.423000000000002,16.67,70.577,0.41999999999999815,99.0,16.67,0.0,0.41999999999999815,99.0,17.08,0.0,0.010000000000001563
3600,scene-0015,1531885435399144,1531885435882940,fdf400507c2445d79f409033d63e9cd4,0529cd31753043da9fec9cdb0f6cbc12,"[991.394, 1018.881, 0.0]","[994.972, 1047.266, 1.385]",28.643,4.7,17.09,0,0,0,1,16.83,99.0,17.09,-70.357,0.0,99.0,16.92,-70.357,0.16999999999999815,28.541,16.92,0.10200000000000031,0.16999999999999815,28.423000000000002,16.67,0.21999999999999886,0.41999999999999815,99.0,16.67,-70.357,0.41999999999999815
3602,scene-0015,1531885435899040,1531885436383356,vehicle_info,2b996cb489344a3f94840f8e2184ac77,"[991.702, 1021.302, 0.0]","[991.702, 1021.302, 0.0]",99.0,3.4,16.83,0,1,0,0,15.86,28.643,17.09,70.357,-0.26000000000000156,99.0,17.09,0.0,-0.26000000000000156,99.0,16.92,0.0,-0.09000000000000341,28.541,16.92,70.459,-0.09000000000000341,28.423000000000002,16.67,70.577,0.1599999999999966
3604,scene-0015,1531885435899040,1531885436383356,fdf400507c2445d79f409033d63e9cd4,774d841f8e4f456eb4f7a36b759c35b4,"[991.702, 1021.302, 0.0]","[995.277, 1049.713, 1.37]",28.668000000000003,3.4,16.83,0,1,0,0,15.86,99.0,16.83,-70.332,0.0,28.643,17.09,0.02500000000000213,-0.26000000000000156,99.0,17.09,-70.332,-0.26000000000000156,99.0,16.92,-70.332,-0.09000000000000341,28.541,16.92,0.12700000000000244,-0.09000000000000341
3612,scene-0016,1531885615448566,1531885615882826,vehicle_info,9234bbf8c7c14d758c541f475cfa95b3,"[892.006, 1624.398, 0.0]","[892.006, 1624.398, 0.0]",99.0,202.9,13.88,112,0,158,0,14.69,99.0,13.34,0.0,0.5400000000000009,99.0,13.22,0.0,0.6600000000000001,99.0,13.04,0.0,0.8400000000000016,99.0,12.94,0.0,0.9400000000000013,99.0,13.41,0.0,0.47000000000000064
3613,scene-0016,1531885615948460,1531885616382708,vehicle_info,80905606dcda4d78a5eb61e1676e1ef8,"[890.71, 1625.666, 0.0]","[890.71, 1625.666, 0.0]",99.0,98.4,14.69,158,0,164,0,15.84,99.0,13.88,0.0,0.8099999999999987,99.0,13.34,0.0,1.3499999999999996,99.0,13.22,0.0,1.4699999999999989,99.0,13.04,0.0,1.6500000000000004,99.0,12.94,0.0,1.75
3615,scene-0016,1531885616450006,1531885616882570,vehicle_info,3c7491fa33b74757a8feab372f66b280,"[889.1, 1626.795, 0.0]","[889.1, 1626.795, 0.0]",99.0,16.0,15.84,164,0,180,0,17.05,99.0,14.69,0.0,1.1500000000000004,99.0,13.88,0.0,1.959999999999999,99.0,13.34,0.0,2.5,99.0,13.22,0.0,2.619999999999999,99.0,13.04,0.0,2.8000000000000007
3617,scene-0016,1531885616949834,1531885617382520,vehicle_info,b9ee1bc6c5a24dea896c52970bc5fa6f,"[887.252, 1627.881, 0.0]","[887.252, 1627.881, 0.0]",99.0,-9.6,17.05,180,0,206,0,18.27,99.0,15.84,0.0,1.2100000000000009,99.0,14.69,0.0,2.360000000000001,99.0,13.88,0.0,3.17,99.0,13.34,0.0,3.710000000000001,99.0,13.22,0.0,3.83
3619,scene-0016,1531885617449156,1531885617885917,vehicle_info,30b94629946e487abf5866b738790f0c,"[885.224, 1629.032, 0.0]","[885.224, 1629.032, 0.0]",99.0,-16.9,18.27,206,0,223,0,19.65,99.0,17.05,0.0,1.2199999999999989,99.0,15.84,0.0,2.4299999999999997,99.0,14.69,0.0,3.58,99.0,13.88,0.0,4.389999999999999,99.0,13.34,0.0,4.93
3621,scene-0016,1531885617949602,1531885618382497,vehicle_info,7ac3bb7fba5c4852a685555407cd10f1,"[883.031, 1630.311, 0.0]","[883.031, 1630.311, 0.0]",99.0,-21.6,19.65,223,0,223,0,21.06,99.0,18.27,0.0,1.379999999999999,99.0,17.05,0.0,2.599999999999998,99.0,15.84,0.0,3.8099999999999987,99.0,14.69,0.0,4.959999999999999,99.0,13.88,0.0,5.769999999999998
3623,scene-0016,1531885618448915,1531885618883002,vehicle_info,35eff3f6f5b84929a33c2bda269a266f,"[880.693, 1631.736, 0.0]","[880.693, 1631.736, 0.0]",99.0,-15.8,21.06,223,0,223,0,22.56,99.0,19.65,0.0,1.4100000000000001,99.0,18.27,0.0,2.789999999999999,99.0,17.05,0.0,4.009999999999998,99.0,15.84,0.0,5.219999999999999,99.0,14.69,0.0,6.369999999999999
3625,scene-0016,1531885618948251,1531885619382556,vehicle_info,50488284203440c0b64f5e78e87aa28f,"[878.276, 1633.306, 0.0]","[878.276, 1633.306, 0.0]",99.0,-16.1,22.56,223,0,195,0,23.99,99.0,21.06,0.0,1.5,99.0,19.65,0.0,2.91,99.0,18.27,0.0,4.289999999999999,99.0,17.05,0.0,5.509999999999998,99.0,15.84,0.0,6.719999999999999
3628,scene-0016,1531885619448111,1531885619882578,vehicle_info,410dea74acf640189bdf89c5b0f64265,"[875.682, 1635.071, 0.0]","[875.682, 1635.071, 0.0]",99.0,-7.0,23.99,195,0,195,0,24.89,99.0,22.56,0.0,1.4299999999999997,99.0,21.06,0.0,2.9299999999999997,99.0,19.65,0.0,4.34,99.0,18.27,0.0,5.719999999999999,99.0,17.05,0.0,6.939999999999998
3629,scene-0016,1531885619448111,1531885619882578,7f790591ac9a4fe19cdd0a8d3a118880,f66c4d29e69345779b7ee98a6a51492e,"[875.682, 1635.071, 0.0]","[804.761, 1688.245, 2.371]",88.67200000000001,-7.0,23.99,195,0,195,0,24.89,99.0,23.99,-10.327999999999989,0.0,99.0,22.56,-10.327999999999989,1.4299999999999997,99.0,21.06,-10.327999999999989,2.9299999999999997,99.0,19.65,-10.327999999999989,4.34,99.0,18.27,-10.327999999999989,5.719999999999999
3630,scene-0016,1531885619949086,1531885620382922,7f790591ac9a4fe19cdd0a8d3a118880,bc5b2075b2304fce9b0d7ac628b328eb,"[872.964, 1637.011, 0.0]","[804.733, 1688.211, 2.338]",85.337,-7.0,24.89,195,0,151,0,25.82,88.67200000000001,23.99,-3.335000000000008,0.9000000000000021,99.0,23.99,-13.662999999999997,0.9000000000000021,99.0,22.56,-13.662999999999997,2.330000000000002,99.0,21.06,-13.662999999999997,3.830000000000002,99.0,19.65,-13.662999999999997,5.240000000000002
3631,scene-0016,1531885619949086,1531885620382922,vehicle_info,1fe2834ee41a4f81b8323b27d92139d1,"[872.964, 1637.011, 0.0]","[872.964, 1637.011, 0.0]",99.0,-7.0,24.89,195,0,151,0,25.82,85.337,24.89,13.662999999999997,0.0,88.67200000000001,23.99,10.327999999999989,0.9000000000000021,99.0,23.99,0.0,0.9000000000000021,99.0,22.56,0.0,2.330000000000002,99.0,21.06,0.0,3.830000000000002
3633,scene-0016,1531885620448418,1531885620882749,vehicle_info,4d53a5c439ef43028f3d4b874adac519,"[870.163, 1639.047, 0.0]","[870.163, 1639.047, 0.0]",99.0,-8.5,25.82,151,0,125,0,26.39,99.0,24.89,0.0,0.9299999999999997,85.337,24.89,13.662999999999997,0.9299999999999997,88.67200000000001,23.99,10.327999999999989,1.8300000000000018,99.0,23.99,0.0,1.8300000000000018,99.0,22.56,0.0,3.2600000000000016
3635,scene-0016,1531885620448418,1531885620882749,7f790591ac9a4fe19cdd0a8d3a118880,3bfc74bba29c4500a3d87f6c7c716b35,"[870.163, 1639.047, 0.0]","[804.706, 1688.177, 2.306]",81.876,-8.5,25.82,151,0,125,0,26.39,99.0,25.82,-17.123999999999995,0.0,99.0,24.89,-17.123999999999995,0.9299999999999997,85.337,24.89,-3.4609999999999985,0.9299999999999997,88.67200000000001,23.99,-6.7960000000000065,1.8300000000000018,99.0,23.99,-17.123999999999995,1.8300000000000018
3636,scene-0016,1531885620949400,1531885621382295,vehicle_info,ac25dbfbcd3843c7b6023e59aedc5175,"[867.251, 1641.212, 0.0]","[867.251, 1641.212, 0.0]",99.0,-4.3,26.39,125,0,115,0,26.85,81.876,25.82,17.123999999999995,0.5700000000000003,99.0,25.82,0.0,0.5700000000000003,99.0,24.89,0.0,1.5,85.337,24.89,13.662999999999997,1.5,88.67200000000001,23.99,10.327999999999989,2.400000000000002
3638,scene-0016,1531885620949400,1531885621382295,7f790591ac9a4fe19cdd0a8d3a118880,ebf9e665cc304d67901014126accdcdb,"[867.251, 1641.212, 0.0]","[804.678, 1688.143, 2.273]",78.25,-4.3,26.39,125,0,115,0,26.85,99.0,26.39,-20.75,0.0,81.876,25.82,-3.6260000000000048,0.5700000000000003,99.0,25.82,-20.75,0.5700000000000003,99.0,24.89,-20.75,1.5,85.337,24.89,-7.087000000000003,1.5
3639,scene-0016,1531885621449830,1531885621882965,7f790591ac9a4fe19cdd0a8d3a118880,0760943d42e64ae289e1e460edcd740e,"[864.296, 1643.425, 0.0]","[804.651, 1688.109, 2.241]",74.56,-4.1,26.85,115,0,96,0,27.12,78.25,26.39,-3.6899999999999977,0.46000000000000085,99.0,26.39,-24.439999999999998,0.46000000000000085,81.876,25.82,-7.3160000000000025,1.0300000000000011,99.0,25.82,-24.439999999999998,1.0300000000000011,99.0,24.89,-24.439999999999998,1.9600000000000009
3641,scene-0016,1531885621449830,1531885621882965,vehicle_info,842b501588f84b8bb815fce938556b32,"[864.296, 1643.425, 0.0]","[864.296, 1643.425, 0.0]",99.0,-4.1,26.85,115,0,96,0,27.12,74.56,26.85,24.439999999999998,0.0,78.25,26.39,20.75,0.46000000000000085,99.0,26.39,0.0,0.46000000000000085,81.876,25.82,17.123999999999995,1.0300000000000011,99.0,25.82,0.0,1.0300000000000011
